person_id,origin,destination,origin_type,destination_type,direction,origin_is_flexible_land,destination_is_flexible_land,candidate_origin_airports,candidate_destination_airports,fixed_origin_airport,fixed_destination_airport,nearest_airport,nearest_airport_distance_km,airport_rankings,direct_distance_lower_bound_km,direct_lower_bound_origin,direct_lower_bound_destination,technical_min_travel_minutes_lower_bound,technical_min_aircraft_type,technical_min_sea_stops,minimum_fuel_requirement_estimate_kg,earliest,latest,task_type,priority,window_minutes,slack_minutes,potentially_tight
P1490,F028,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F028,A01,53,T1,0,542.5,2026-08-04 07:45,2026-08-06 09:05,shift,3,2960,2907,0
P1491,F041,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,278.0,"[""A03"", ""A02"", ""A01""]",278.0,F041,A03,76,T2,0,695.0,2026-08-06 12:10,2026-08-08 14:55,shift,3,3045,2969,0
P1492,F011,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,201.0,"[""A01"", ""A02"", ""A03""]",201.0,F011,A01,49,T1,0,502.5,2026-08-03 10:58,2026-08-05 11:53,shift,3,2935,2886,0
P1493,LAND,F017,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,A01,F017,37,T1,1,382.5,2026-08-06 09:39,2026-08-07 10:21,shift,3,1482,1445,0
P1494,F051,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,279.0,"[""A03"", ""A02"", ""A01""]",279.0,F051,A03,77,T2,0,697.5,2026-08-04 10:57,2026-08-06 12:26,shift,3,2969,2892,0
P1495,F048,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,254.0,"[""A03"", ""A02"", ""A01""]",254.0,F048,A03,70,T2,0,635.0,2026-08-07 10:31,2026-08-09 23:59,shift,3,3688,3618,0
P1496,F036,F049,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,239.0,"[""A02"", ""A03"", ""A01""]",57.0,F036,F049,14,T1,1,142.5,2026-08-08 11:56,2026-08-09 23:59,shift,3,2163,2149,0
P1497,LAND,F049,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,239.0,"[""A02"", ""A03"", ""A01""]",239.0,A02,F049,58,T1,1,597.5,2026-08-05 06:41,2026-08-06 08:23,shift,3,1542,1484,0
P1498,F003,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",48.0,F003,F007,12,T1,1,120.0,2026-08-08 09:19,2026-08-09 23:59,shift,3,2320,2308,0
P1499,F015,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,F015,A01,46,T1,0,477.5,2026-08-08 10:20,2026-08-09 23:59,shift,3,2259,2213,0
P1500,LAND,F019,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,A01,F019,49,T1,1,510.0,2026-08-05 15:14,2026-08-07 16:13,shift,3,2939,2890,0
P1501,F038,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,263.0,"[""A03"", ""A02"", ""A01""]",263.0,F038,A03,72,T2,0,657.5,2026-08-03 00:00,2026-08-06 09:31,temporary,4,4891,4819,0
P1502,F037,F040,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,342.0,"[""A03"", ""A02"", ""A01""]",27.0,F037,F040,7,T1,1,67.5,2026-08-03 00:00,2026-08-04 12:23,shift,3,2183,2176,0
P1503,F042,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,368.0,"[""A03"", ""A02"", ""A01""]",368.0,F042,A03,101,T2,0,920.0,2026-08-04 12:01,2026-08-05 14:50,shift,3,1609,1508,0
P1504,LAND,F018,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,A01,F018,48,T1,1,490.0,2026-08-06 09:13,2026-08-07 10:12,shift,3,1499,1451,0
P1505,F039,F052,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,259.0,"[""A02"", ""A03"", ""A01""]",44.0,F039,F052,11,T1,1,110.0,2026-08-03 10:59,2026-08-05 11:42,shift,3,2923,2912,0
P1506,LAND,F015,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,A01,F015,46,T1,1,477.5,2026-08-05 07:02,2026-08-08 08:19,shift,3,4397,4351,0
P1507,F020,F019,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",36.0,F020,F019,9,T1,1,90.0,2026-08-03 10:48,2026-08-04 10:58,shift,3,1450,1441,0
P1508,F045,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,260.0,"[""A03"", ""A02"", ""A01""]",260.0,F045,A03,71,T2,0,650.0,2026-08-07 17:15,2026-08-08 18:38,shift,3,1523,1452,0
P1509,LAND,F002,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,A01,F002,53,T1,1,542.5,2026-08-09 07:25,2026-08-09 23:59,shift,3,994,941,0
P1510,F015,F009,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,166.0,"[""A01"", ""A02"", ""A03""]",38.0,F015,F009,10,T1,1,95.0,2026-08-07 10:47,2026-08-09 10:58,shift,3,2891,2881,0
P1511,F045,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,260.0,"[""A03"", ""A02"", ""A01""]",260.0,F045,A03,71,T2,0,650.0,2026-08-06 17:15,2026-08-09 18:38,shift,3,4403,4332,0
P1512,LAND,F031,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,A02,F031,59,T1,1,605.0,2026-08-08 10:14,2026-08-09 11:20,shift,3,1506,1447,0
P1513,F002,F003,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",53.0,F002,F003,13,T1,1,132.5,2026-08-09 09:21,2026-08-09 23:59,shift,3,878,865,0
P1514,F044,F037,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,359.0,"[""A03"", ""A02"", ""A01""]",54.0,F044,F037,13,T1,1,135.0,2026-08-05 12:07,2026-08-08 12:20,shift,3,4333,4320,0
P1515,LAND,F024,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,211.0,"[""A01"", ""A02"", ""A03""]",211.0,A01,F024,51,T1,1,527.5,2026-08-07 10:01,2026-08-08 11:01,shift,3,1500,1449,0
P1516,F019,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F019,A01,49,T1,0,510.0,2026-08-03 10:16,2026-08-05 11:45,shift,3,2969,2920,0
P1517,LAND,F036,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,A02,F036,52,T1,1,537.5,2026-08-08 15:17,2026-08-09 23:59,shift,3,1962,1910,0
P1518,LAND,F010,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,216.0,"[""A01"", ""A02"", ""A03""]",216.0,A01,F010,52,T1,1,540.0,2026-08-07 09:58,2026-08-09 10:57,shift,3,2939,2887,0
P1519,F004,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,F004,A01,48,T1,0,492.5,2026-08-03 00:00,2026-08-04 10:16,shift,3,2056,2008,0
P1520,A03,F049,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A02,239.0,"[""A02"", ""A03"", ""A01""]",243.0,A03,F049,59,T1,1,607.5,2026-08-07 09:40,2026-08-09 23:59,shift,3,3739,3680,0
P1521,LAND,F017,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,A01,F017,37,T1,1,382.5,2026-08-05 09:39,2026-08-07 10:21,shift,3,2922,2885,0
P1522,F039,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,F039,A03,54,T1,0,557.5,2026-08-03 00:00,2026-08-05 09:51,shift,3,3471,3417,0
P1523,LAND,F007,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",233.0,A01,F007,56,T1,1,582.5,2026-08-03 06:51,2026-08-04 08:05,shift,3,1514,1458,0
P1524,F009,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,F009,A01,40,T1,0,415.0,2026-08-08 10:24,2026-08-09 11:10,shift,3,1486,1446,0
P1525,F051,F038,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,263.0,"[""A03"", ""A02"", ""A01""]",17.0,F051,F038,5,T1,1,42.5,2026-08-08 09:23,2026-08-09 23:59,shift,3,2316,2311,0
P1526,F007,F002,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,217.0,"[""A01"", ""A02"", ""A03""]",30.0,F007,F002,8,T1,1,75.0,2026-08-05 09:22,2026-08-05 11:47,production,2,145,137,0
P1527,F038,F039,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,223.0,"[""A03"", ""A02"", ""A01""]",42.0,F038,F039,11,T1,1,105.0,2026-08-09 10:20,2026-08-09 23:59,shift,3,819,808,0
P1528,LAND,F027,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,A01,F027,46,T1,1,477.5,2026-08-07 15:07,2026-08-09 16:10,shift,3,2943,2897,0
P1529,LAND,F011,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,201.0,"[""A01"", ""A02"", ""A03""]",201.0,A01,F011,49,T1,1,502.5,2026-08-07 06:36,2026-08-09 07:31,shift,3,2935,2886,0
P1530,F016,F005,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",25.0,F016,F005,6,T1,1,62.5,2026-08-06 11:22,2026-08-09 11:29,shift,3,4327,4321,0
P1531,F008,F003,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",38.0,F008,F003,10,T1,1,95.0,2026-08-04 10:59,2026-08-06 11:10,shift,3,2891,2881,0
P1532,F019,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F019,A01,49,T1,0,510.0,2026-08-05 16:23,2026-08-08 17:52,shift,3,4409,4360,0
P1533,F047,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,241.0,"[""A02"", ""A01"", ""A03""]",241.0,F047,A02,58,T1,0,602.5,2026-08-04 11:11,2026-08-06 12:54,shift,3,2983,2925,0
P1534,LAND,F031,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,A02,F031,59,T1,1,605.0,2026-08-05 10:12,2026-08-07 11:18,shift,3,2946,2887,0
P1535,F027,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,F027,A01,46,T1,0,477.5,2026-08-04 09:06,2026-08-06 10:09,shift,3,2943,2897,0
P1536,F004,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,F004,A01,48,T1,0,492.5,2026-08-03 00:00,2026-08-05 10:16,shift,3,3496,3448,0
P1537,LAND,F016,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,A01,F016,44,T1,1,452.5,2026-08-05 15:06,2026-08-07 15:50,shift,3,2924,2880,0
P1538,F022,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,F022,A01,47,T1,0,485.0,2026-08-09 10:15,2026-08-09 23:59,shift,3,824,777,0
P1539,F012,F015,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",33.0,F012,F015,8,T1,1,82.5,2026-08-06 10:21,2026-08-08 10:30,shift,3,2889,2881,0
P1540,F037,F044,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,317.0,"[""A03"", ""A02"", ""A01""]",54.0,F037,F044,13,T1,1,135.0,2026-08-08 09:04,2026-08-09 23:59,shift,3,2335,2322,0
P1541,LAND,F033,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,227.0,"[""A01"", ""A02"", ""A03""]",227.0,A01,F033,55,T1,1,567.5,2026-08-04 07:32,2026-08-07 08:48,shift,3,4396,4341,0
P1542,F041,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,278.0,"[""A03"", ""A02"", ""A01""]",278.0,F041,A03,76,T2,0,695.0,2026-08-07 12:10,2026-08-09 14:55,shift,3,3045,2969,0
P1543,F030,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,F030,A01,38,T1,0,395.0,2026-08-05 10:40,2026-08-07 11:30,shift,3,2930,2892,0
P1544,LAND,F022,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,A01,F022,47,T1,1,485.0,2026-08-08 08:59,2026-08-09 23:59,shift,3,2340,2293,0
P1545,F006,A01,FACILITY,AIRPORT,inbound,0,0,[],"[""A01""]",,A01,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,F006,A01,57,T1,0,587.5,2026-08-07 08:35,2026-08-09 09:50,shift,3,2955,2898,0
P1546,F008,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,221.0,"[""A01"", ""A02"", ""A03""]",221.0,F008,A01,54,T1,0,552.5,2026-08-08 09:32,2026-08-09 10:49,shift,3,1517,1463,0
P1547,F031,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,F031,A02,59,T1,0,605.0,2026-08-04 11:38,2026-08-07 12:44,shift,3,4386,4327,0
P1548,F031,F021,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",44.0,F031,F021,11,T1,1,110.0,2026-08-07 11:14,2026-08-09 23:59,temporary,4,3645,3634,0
P1549,LAND,F010,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,216.0,"[""A01"", ""A02"", ""A03""]",216.0,A01,F010,52,T1,1,540.0,2026-08-08 09:58,2026-08-09 23:59,shift,3,2281,2229,0
P1550,F001,F016,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",41.0,F001,F016,10,T1,1,102.5,2026-08-03 10:53,2026-08-03 12:50,production,2,117,107,0
P1551,F035,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,258.0,"[""A01"", ""A02"", ""A03""]",258.0,F035,A01,71,T2,0,645.0,2026-08-06 09:43,2026-08-08 11:10,shift,3,2967,2896,0
P1552,LAND,F046,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,227.0,"[""A02"", ""A03"", ""A01""]",227.0,A02,F046,55,T1,1,567.5,2026-08-04 08:48,2026-08-06 10:31,shift,3,2983,2928,0
P1553,LAND,F004,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,A01,F004,48,T1,1,492.5,2026-08-03 00:00,2026-08-04 09:12,shift,3,1992,1944,0
P1554,F005,F017,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,153.0,"[""A01"", ""A02"", ""A03""]",40.0,F005,F017,10,T1,1,100.0,2026-08-05 08:24,2026-08-07 09:00,shift,3,2916,2906,0
P1555,F035,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,258.0,"[""A01"", ""A02"", ""A03""]",258.0,F035,A01,71,T2,0,645.0,2026-08-09 10:17,2026-08-09 23:59,shift,3,822,751,0
P1556,LAND,F041,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,278.0,"[""A03"", ""A02"", ""A01""]",278.0,A03,F041,76,T2,1,695.0,2026-08-06 09:51,2026-08-09 12:00,shift,3,4449,4373,0
P1557,F034,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,F034,A01,60,T1,0,615.0,2026-08-05 09:59,2026-08-05 11:49,emergency,1,110,50,0
P1558,F006,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,F006,A01,57,T1,0,587.5,2026-08-07 08:35,2026-08-09 09:50,shift,3,2955,2898,0
P1559,LAND,F039,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,A03,F039,54,T1,1,557.5,2026-08-05 09:16,2026-08-07 10:27,shift,3,2951,2897,0
P1560,F034,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,F034,A01,60,T1,0,615.0,2026-08-07 08:05,2026-08-09 23:59,shift,3,3834,3774,0
P1561,F002,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F002,A01,53,T1,0,542.5,2026-08-03 00:00,2026-08-05 10:04,shift,3,3484,3431,0
P1562,LAND,F038,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,263.0,"[""A03"", ""A02"", ""A01""]",263.0,A03,F038,72,T2,1,657.5,2026-08-05 08:07,2026-08-08 09:31,shift,3,4404,4332,0
P1563,F013,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,279.0,"[""A01"", ""A02"", ""A03""]",279.0,F013,A01,77,T2,0,697.5,2026-08-05 07:33,2026-08-05 10:43,production,2,190,113,0
P1564,LAND,F021,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,A01,F021,53,T1,1,545.0,2026-08-09 08:21,2026-08-09 23:59,shift,3,938,885,0
P1565,F050,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,403.0,"[""A03"", ""A02"", ""A01""]",403.0,F050,A03,128,T3,0,1007.5,2026-08-05 09:44,2026-08-06 11:57,shift,3,1573,1445,0
P1566,LAND,F018,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,A01,F018,48,T1,1,490.0,2026-08-05 09:13,2026-08-08 10:12,shift,3,4379,4331,0
P1567,LAND,F040,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,342.0,"[""A03"", ""A02"", ""A01""]",342.0,A03,F040,94,T2,1,855.0,2026-08-03 00:00,2026-08-04 07:53,shift,3,1913,1819,0
P1568,F002,F004,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,197.0,"[""A01"", ""A02"", ""A03""]",33.0,F002,F004,8,T1,1,82.5,2026-08-04 08:15,2026-08-06 08:56,shift,3,2921,2913,0
P1569,LAND,F048,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",254.0,A03,F048,70,T2,1,635.0,2026-08-07 08:31,2026-08-09 23:59,shift,3,3808,3738,0
P1570,LAND,F049,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,239.0,"[""A02"", ""A03"", ""A01""]",239.0,A02,F049,58,T1,1,597.5,2026-08-05 06:41,2026-08-07 08:23,shift,3,2982,2924,0
P1571,A01,F011,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,201.0,"[""A01"", ""A02"", ""A03""]",201.0,A01,F011,49,T1,1,502.5,2026-08-04 09:43,2026-08-05 10:38,shift,3,1495,1446,0
P1572,F042,F040,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,342.0,"[""A03"", ""A02"", ""A01""]",28.0,F042,F040,7,T1,1,70.0,2026-08-05 08:57,2026-08-05 11:21,production,2,144,137,0
P1573,F049,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,239.0,"[""A02"", ""A03"", ""A01""]",239.0,F049,A02,58,T1,0,597.5,2026-08-05 11:45,2026-08-09 23:59,temporary,4,6494,6436,0
P1574,LAND,F027,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,A01,F027,46,T1,1,477.5,2026-08-03 07:53,2026-08-06 08:56,shift,3,4383,4337,0
P1575,LAND,F035,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,258.0,"[""A01"", ""A02"", ""A03""]",258.0,A01,F035,71,T2,1,645.0,2026-08-09 08:40,2026-08-09 23:59,shift,3,919,848,0
P1576,LAND,F036,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,A02,F036,52,T1,1,537.5,2026-08-03 00:00,2026-08-05 16:39,shift,3,3879,3827,0
P1577,LAND,F022,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,A01,F022,47,T1,1,485.0,2026-08-03 07:37,2026-08-05 08:57,shift,3,2960,2913,0
P1578,F028,F018,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,196.0,"[""A01"", ""A02"", ""A03""]",65.0,F028,F018,16,T1,1,162.5,2026-08-06 10:44,2026-08-08 11:02,shift,3,2898,2882,0
P1579,LAND,F016,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,A01,F016,44,T1,1,452.5,2026-08-09 09:32,2026-08-09 23:59,shift,3,867,823,0
P1580,LAND,F021,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,A01,F021,53,T1,1,545.0,2026-08-09 08:21,2026-08-09 23:59,shift,3,938,885,0
P1581,F022,F033,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,227.0,"[""A01"", ""A02"", ""A03""]",33.0,F022,F033,8,T1,1,82.5,2026-08-04 09:47,2026-08-06 09:55,shift,3,2888,2880,0
P1582,LAND,F016,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,A01,F016,44,T1,1,452.5,2026-08-06 14:34,2026-08-06 17:05,production,2,151,107,0
P1583,F015,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,F015,A01,46,T1,0,477.5,2026-08-05 08:29,2026-08-08 09:15,shift,3,4366,4320,0
P1584,F039,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",31.0,F039,F048,8,T1,1,77.5,2026-08-09 07:36,2026-08-09 23:59,shift,3,983,975,0
P1585,F051,F038,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,263.0,"[""A03"", ""A02"", ""A01""]",17.0,F051,F038,5,T1,1,42.5,2026-08-08 09:23,2026-08-09 09:28,shift,3,1445,1440,0
P1586,F029,F021,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",17.0,F029,F021,5,T1,1,42.5,2026-08-08 09:49,2026-08-09 09:54,shift,3,1445,1440,0
P1587,F050,F043,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,303.0,"[""A03"", ""A02"", ""A01""]",115.0,F050,F043,28,T1,1,287.5,2026-08-08 09:16,2026-08-08 11:25,production,2,129,101,0
P1588,F019,F033,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,227.0,"[""A01"", ""A02"", ""A03""]",24.0,F019,F033,6,T1,1,60.0,2026-08-03 09:47,2026-08-04 09:54,shift,3,1447,1441,0
P1589,F032,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,F032,A02,77,T2,0,697.5,2026-08-08 08:45,2026-08-09 23:59,shift,3,2354,2277,0
P1590,F049,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",34.0,F049,F048,9,T1,1,85.0,2026-08-07 07:52,2026-08-09 23:59,shift,3,3847,3838,0
P1591,F029,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,211.0,"[""A01"", ""A02"", ""A03""]",211.0,F029,A01,51,T1,0,527.5,2026-08-07 10:34,2026-08-09 11:26,shift,3,2932,2881,0
P1592,F006,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",14.0,F006,F007,4,T1,1,35.0,2026-08-04 09:19,2026-08-06 09:23,shift,3,2884,2880,0
P1593,F005,A01,FACILITY,AIRPORT,inbound,0,0,[],"[""A01""]",,A01,A01,190.0,"[""A01"", ""A02"", ""A03""]",190.0,F005,A01,46,T1,0,475.0,2026-08-03 09:50,2026-08-05 10:42,shift,3,2932,2886,0
P1594,F048,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,254.0,"[""A03"", ""A02"", ""A01""]",254.0,F048,A03,70,T2,0,635.0,2026-08-08 09:35,2026-08-08 12:41,production,2,186,116,0
