person_id,aircraft_id,flight_no,pickup_stop_order,delivery_stop_order
P1503,A03-T2-H03,3,2,5
P1504,A01-T1-H03,4,0,1
P1505,A02-T2-H03,2,1,2
P1506,A01-T1-H02,3,0,1
P1507,A02-T3-H02,1,1,2
P1508,A03-T2-H02,7,2,3
P1509,A02-T2-H01,7,0,1
P1510,A01-T3-H01,7,1,2
P1511,A03-T2-H02,7,2,3
P1512,A01-T1-H01,6,0,1
P1513,A02-T2-H01,7,1,3
P1514,A03-T3-H01,4,2,3
P1515,A02-T1-H02,5,0,1
P1516,A02-T3-H02,1,2,3
P1517,A03-T2-H03,9,0,1
P1518,A01-T1-H02,6,0,1
P1519,A01-T3-H02,1,2,3
P1520,A03-T2-H01,6,0,1
P1521,A01-T2-H02,6,0,1
P1522,A03-T3-H02,1,2,3
P1523,A01-T3-H01,1,0,2
P1524,A01-T2-H01,9,2,3
P1525,A03-T2-H02,6,2,3
P1526,A02-T2-H03,3,2,3
P1527,A02-T2-H04,7,1,2
P1528,A01-T1-H03,6,0,1
P1529,A01-T2-H01,6,0,1
P1530,A01-T2-H01,7,1,2
P1531,A01-T3-H01,5,1,2
P1532,A02-T3-H02,5,1,3
P1533,A02-T2-H01,5,2,4
P1534,A01-T2-H03,4,0,1
P1535,A01-T1-H03,2,4,5
P1536,A01-T3-H02,1,2,3
P1537,A01-T2-H01,7,0,1
P1538,A02-T3-H02,7,1,2
P1539,A01-T3-H02,7,1,2
P1540,A03-T2-H02,9,2,3
P1541,A02-T2-H01,4,0,2
P1542,A03-T2-H03,6,3,4
P1543,A01-T2-H01,4,2,3
P1544,A02-T3-H02,7,0,1
P1545,A01-T1-H02,6,2,4
P1546,A01-T2-H02,9,2,4
P1547,A02-T2-H02,3,3,4
P1548,,,,
P1549,A01-T1-H01,5,0,1
P1550,A01-T3-H01,2,1,2
P1551,A02-T2-H01,6,3,4
P1552,A02-T2-H01,5,0,1
P1553,A01-T3-H02,2,0,1
P1554,A02-T1-H02,4,1,3
P1555,A02-T3-H01,7,2,4
P1556,A03-T2-H01,5,0,3
P1557,A02-T3-H01,3,2,3
P1558,A01-T1-H02,6,2,4
P1559,A03-T2-H02,3,0,1
P1560,A01-T2-H01,8,2,3
P1561,A01-T3-H02,1,1,3
P1562,A03-T2-H02,4,0,1
P1563,A01-T3-H01,4,1,3
P1564,A02-T3-H01,7,0,1
P1565,A03-T3-H03,2,1,3
P1566,A01-T1-H01,4,0,1
P1567,A03-T3-H03,1,0,2
P1568,A01-T3-H02,5,1,2
P1569,A03-T2-H01,10,0,2
P1570,A02-T2-H02,3,0,1
P1571,A01-T1-H02,2,0,1
P1572,A03-T2-H03,3,2,3
P1573,,,,
P1574,A02-T3-H02,3,0,1
P1575,A02-T3-H01,7,0,2
P1576,A03-T1-H01,1,0,2
P1577,A02-T2-H02,2,0,1
P1578,A01-T2-H02,8,1,2
P1579,A01-T2-H02,11,0,1
P1580,A02-T3-H01,7,0,1
P1581,A02-T2-H02,2,1,2
P1582,A01-T2-H03,6,0,1
P1583,A01-T1-H03,3,2,3
P1584,A03-T2-H01,10,1,2
P1585,A03-T2-H02,6,2,3
P1586,A02-T3-H02,6,1,2
P1587,A03-T2-H03,7,2,4
P1588,A02-T2-H02,1,1,2
P1589,A02-T2-H01,6,2,4
P1590,A03-T2-H01,6,1,2
P1591,A02-T1-H02,5,2,3
P1592,A02-T2-H03,3,1,2
P1593,A01-T2-H03,1,1,2
P1594,A03-T3-H03,4,2,4
P1595,A02-T3-H01,5,2,3
P1596,A01-T1-H02,3,2,4
P1597,A02-T1-H02,3,3,4
P1598,A03-T3-H02,2,0,1
P1599,A01-T1-H01,2,1,3
P1600,A01-T1-H03,5,2,5
P1601,A01-T1-H03,4,0,2
P1602,A01-T1-H01,5,1,3
P1603,A01-T2-H02,11,1,3
P1604,A03-T2-H02,5,0,2
P1605,A01-T1-H02,2,0,1
P1606,,,,
P1607,A02-T2-H01,1,0,1
P1608,A02-T3-H02,4,0,2
P1609,A01-T1-H03,4,0,2
P1610,A01-T1-H02,1,0,1
P1611,A01-T2-H03,9,0,1
P1612,A03-T2-H03,1,0,2
P1613,A03-T2-H01,7,0,2
P1614,A03-T3-H01,2,2,4
P1615,A03-T2-H03,4,0,1
P1616,A02-T2-H01,5,0,2
P1617,A02-T2-H04,1,3,4
P1618,A01-T2-H03,11,1,3
P1619,A02-T2-H04,1,3,4
P1620,A01-T2-H02,5,1,2
P1621,A01-T2-H01,5,1,2
P1622,A01-T2-H02,9,3,4
P1623,A01-T2-H03,9,2,3
P1624,A01-T2-H01,10,2,3
P1625,A01-T2-H02,2,0,1
P1626,A03-T2-H03,4,2,4
P1627,A01-T2-H01,5,0,1
P1628,A02-T2-H02,2,1,2
P1629,A03-T2-H01,2,2,3
P1630,A03-T3-H01,1,1,2
P1631,A01-T1-H03,5,2,4
P1632,A03-T2-H03,4,2,4
P1633,A02-T2-H01,7,1,3
P1634,A01-T1-H02,1,3,4
P1635,A02-T1-H02,2,1,3
P1636,A02-T3-H02,4,1,3
P1637,A03-T3-H03,5,1,2
P1638,A03-T3-H03,3,1,3
P1639,A02-T2-H02,7,3,4
P1640,A03-T2-H01,2,0,3
P1641,A03-T2-H02,1,1,2
P1642,A01-T2-H02,10,1,2
P1643,A03-T2-H01,4,2,3
P1644,A01-T2-H03,2,1,3
P1645,A02-T2-H02,1,0,1
P1646,A03-T3-H03,2,2,3
P1647,A03-T2-H01,2,2,3
P1648,A01-T2-H02,11,2,3
P1649,A03-T2-H02,4,2,3
P1650,A03-T3-H02,4,0,1
P1651,,,,
P1652,A01-T2-H03,5,2,3
P1653,A01-T2-H02,9,0,2
P1654,A02-T1-H02,5,0,1
P1655,A01-T1-H01,4,0,2
P1656,A01-T2-H02,1,1,2
P1657,A01-T1-H02,4,3,4
P1658,A03-T2-H02,7,2,3
P1659,A03-T2-H01,6,1,2
P1660,A03-T3-H01,5,1,2
P1661,A02-T2-H02,9,0,3
P1662,A01-T2-H02,9,1,4
P1663,A01-T1-H03,6,1,4
P1664,A02-T2-H02,1,0,1
P1665,A02-T3-H02,6,1,3
P1666,A02-T2-H03,8,1,2
P1667,A01-T2-H01,6,0,1
P1668,A02-T3-H02,3,0,1
P1669,A01-T3-H02,5,1,2
P1670,A02-T3-H02,1,1,2
P1671,A01-T2-H02,1,0,1
P1672,A01-T1-H02,2,2,3
P1673,A03-T2-H01,4,2,3
P1674,A01-T1-H02,4,3,4
P1675,,,,
P1676,A01-T1-H02,5,2,5
P1677,A02-T3-H02,5,0,1
P1678,A01-T1-H02,2,2,3
P1679,A02-T3-H02,6,1,3
P1680,A01-T2-H02,11,0,1
P1681,A02-T2-H01,6,0,2
P1682,A01-T3-H02,4,0,1
P1683,A03-T2-H03,2,0,2
P1684,A03-T2-H01,9,0,1
P1685,A01-T3-H01,6,0,1
P1686,,,,
P1687,A01-T1-H02,5,3,5
P1688,A01-T1-H03,3,0,1
P1689,A01-T2-H03,1,1,2
P1690,A02-T3-H02,4,0,2
P1691,A02-T2-H02,10,2,3
P1692,A02-T2-H01,5,3,4
P1693,A01-T2-H02,9,2,4
P1694,A01-T2-H02,9,0,2
P1695,A01-T3-H02,2,1,2
P1696,A01-T1-H02,3,2,4
P1697,A01-T2-H01,7,0,1
P1698,A02-T2-H01,3,2,3
P1699,A01-T2-H02,10,0,1
P1700,A03-T2-H03,1,2,4
P1701,A02-T3-H01,7,0,2
P1702,A01-T1-H02,3,3,4
P1703,A01-T1-H02,5,0,1
P1704,A03-T2-H03,1,2,3
P1705,A03-T3-H03,1,0,2
P1706,A01-T2-H01,8,2,3
P1707,A03-T2-H01,1,3,4
P1708,A02-T2-H04,4,0,2
P1709,A03-T3-H03,3,1,3
P1710,A02-T1-H02,1,0,1
P1711,A02-T2-H03,3,1,2
P1712,A01-T2-H03,3,1,3
P1713,,,,
P1714,A02-T1-H01,1,0,3
P1715,A03-T2-H01,5,0,1
P1716,A02-T3-H02,5,2,3
P1717,A01-T3-H02,8,1,2
P1718,A01-T2-H01,6,0,1
P1719,A03-T2-H03,4,1,2
P1720,A03-T2-H02,5,2,4
P1721,A03-T3-H03,5,0,1
P1722,A02-T1-H02,5,2,3
P1723,A03-T2-H01,9,0,1
P1724,A02-T3-H01,2,0,1
P1725,A03-T2-H03,1,0,1
P1726,A02-T2-H01,3,2,3
P1727,A01-T2-H02,9,2,4
P1728,A03-T3-H03,1,2,4
P1729,A02-T2-H04,5,0,1
P1730,A03-T3-H01,4,3,4
P1731,A03-T2-H01,2,3,4
P1732,A03-T2-H02,5,2,3
P1733,A01-T3-H02,3,1,2
P1734,A01-T3-H02,1,0,1
P1735,A02-T2-H04,7,1,2
P1736,A03-T2-H02,4,2,3
P1737,A03-T2-H02,9,2,3
P1738,A02-T3-H02,6,0,1
P1739,A02-T2-H03,7,0,2
P1740,A01-T2-H02,9,3,4
P1741,A03-T3-H02,4,1,3
P1742,A03-T2-H03,6,0,3
P1743,A01-T2-H01,9,0,2
P1744,A01-T2-H03,5,2,3
P1745,A02-T2-H03,7,0,1
P1746,A01-T1-H03,2,4,5
P1747,A03-T3-H01,4,3,4
P1748,A01-T2-H02,2,0,1
P1749,A01-T3-H01,9,2,3
P1750,A03-T3-H03,1,0,2
P1751,A03-T2-H03,6,1,4
P1752,A01-T1-H02,7,0,1
P1753,A01-T2-H02,4,0,1
P1754,A01-T3-H01,6,0,1
P1755,A03-T2-H03,8,3,4
P1756,A02-T2-H04,2,2,4
P1757,A01-T1-H03,5,0,2
P1758,A01-T2-H03,11,0,1
P1759,A01-T2-H03,11,0,1
P1760,A03-T2-H03,3,0,1
P1761,A03-T2-H03,10,0,2
P1762,A01-T2-H03,10,2,3
P1763,A01-T2-H03,2,0,1
P1764,A01-T2-H02,8,1,2
P1765,A01-T2-H02,4,1,3
P1766,A03-T2-H01,1,0,1
P1767,A03-T2-H03,2,0,2
P1768,A03-T2-H03,2,3,5
P1769,,,,
P1770,A01-T1-H01,3,3,4
P1771,A01-T3-H02,1,0,1
P1772,A01-T1-H01,6,0,1
P1773,A01-T2-H02,8,0,1
P1774,A01-T1-H02,3,0,1
P1775,A02-T3-H01,2,1,3
P1776,A01-T3-H02,4,1,2
P1777,A01-T2-H03,11,1,3
P1778,A02-T2-H01,5,0,1
P1779,A01-T2-H02,1,1,2
P1780,A03-T3-H03,1,2,4
P1781,A01-T2-H01,3,1,2
P1782,A01-T3-H01,7,0,1
P1783,,,,
P1784,A01-T3-H02,7,2,3
P1785,A03-T2-H02,7,0,2
P1786,A02-T2-H01,5,1,2
P1787,A01-T3-H02,9,1,2
P1788,A01-T3-H02,8,1,2
P1789,A03-T2-H03,1,2,3
P1790,A01-T2-H02,1,0,1
P1791,A03-T3-H02,3,3,4
P1792,A01-T2-H01,5,1,2
P1793,A01-T3-H02,6,0,1
P1794,A02-T2-H02,5,0,1
P1795,A02-T2-H03,7,2,3
P1796,A02-T1-H01,2,2,3
P1797,A01-T1-H02,6,0,3
P1798,A01-T1-H02,4,1,3
P1799,A03-T2-H02,7,2,3
P1800,,,,
P1801,A02-T3-H02,2,0,1
P1802,A01-T2-H03,11,1,3
P1803,A03-T2-H03,5,0,1
P1804,A02-T1-H02,3,0,1
P1805,A01-T2-H01,3,0,1
P1806,A02-T2-H01,3,0,1
P1807,A01-T1-H03,4,0,1
P1808,A03-T3-H01,1,1,4
P1809,A02-T2-H02,10,2,3
P1810,A01-T1-H02,7,3,4
P1811,A02-T2-H01,6,0,2
P1812,A02-T2-H04,6,3,4
P1813,A03-T2-H03,9,1,3
P1814,A01-T2-H02,8,0,1
P1815,A03-T2-H01,4,3,4
P1816,A01-T3-H02,4,1,2
P1817,A03-T3-H02,4,0,1
P1818,A01-T3-H02,1,1,3
P1819,A03-T3-H03,5,1,2
P1820,A01-T2-H02,11,1,3
P1821,A03-T3-H02,5,1,2
P1822,A03-T2-H03,2,3,5
P1823,A03-T2-H02,3,1,3
P1824,A03-T2-H01,4,3,4
P1825,A01-T3-H02,6,2,3
P1826,A03-T2-H02,8,2,3
P1827,A02-T3-H02,6,0,1
P1828,A02-T3-H01,4,0,1
P1829,A03-T3-H02,5,1,2
P1830,A03-T3-H03,5,1,2
P1831,A03-T3-H02,5,1,2
P1832,A03-T2-H01,6,0,1
P1833,A01-T2-H02,9,2,4
P1834,A03-T2-H02,5,2,4
P1835,A02-T3-H02,7,1,2
P1836,A01-T2-H03,3,1,3
P1837,A02-T2-H04,3,3,4
P1838,A01-T3-H01,1,0,2
P1839,A02-T2-H02,6,0,2
P1840,A03-T2-H03,1,2,4
P1841,A02-T2-H04,5,0,1
P1842,A01-T1-H02,3,2,4
P1843,,,,
P1844,A01-T2-H03,6,1,3
P1845,A01-T2-H03,5,3,4
P1846,A01-T2-H02,7,0,1
P1847,A03-T3-H03,5,0,1
P1848,A01-T1-H03,5,0,2
P1849,A03-T3-H03,3,1,3
P1850,A03-T2-H03,6,0,3
P1851,A02-T2-H01,4,2,4
P1852,A01-T2-H01,1,2,3
P1853,A01-T2-H01,3,0,1
P1854,A02-T2-H03,6,0,1
P1855,A03-T3-H01,4,0,1
P1856,A03-T3-H02,4,0,2
P1857,A02-T2-H02,5,0,1
P1858,A03-T2-H02,2,0,1
P1859,A02-T2-H01,3,0,1
P1860,A03-T3-H02,3,3,4
P1861,A03-T3-H01,1,1,2
P1862,A03-T3-H01,5,1,2
P1863,A01-T3-H01,6,2,3
P1864,A01-T2-H03,3,0,1
P1865,A01-T2-H02,11,2,3
P1866,A01-T1-H02,7,0,1
P1867,A02-T3-H01,4,0,1
P1868,A03-T2-H01,7,3,4
P1869,A03-T2-H03,2,3,5
P1870,A03-T2-H01,4,0,2
P1871,A02-T2-H03,4,2,3
P1872,A01-T2-H01,1,0,1
P1873,A03-T2-H03,7,4,5
P1874,A02-T3-H02,7,1,2
P1875,A01-T2-H01,1,1,3
P1876,A03-T2-H01,2,2,3
P1877,A02-T3-H02,1,1,2
P1878,A02-T1-H02,2,0,1
P1879,A01-T2-H02,4,3,4
P1880,A01-T1-H02,4,3,4
P1881,A02-T2-H01,1,1,2
P1882,A01-T1-H03,2,4,5
P1883,A01-T3-H02,4,0,1
P1884,A01-T2-H02,4,0,1
P1885,A03-T2-H01,3,3,4
P1886,A02-T3-H01,4,0,1
P1887,A01-T2-H01,11,1,4
P1888,A03-T2-H02,1,1,2
P1889,A01-T2-H02,1,1,2
P1890,A02-T2-H02,8,0,1
P1891,,,,
P1892,A02-T2-H02,6,3,4
P1893,A01-T2-H02,6,1,2
P1894,A03-T1-H01,1,2,3
P1895,A02-T2-H02,1,0,1
P1896,A01-T1-H01,2,1,3
P1897,A01-T2-H03,9,0,2
P1898,A02-T3-H01,7,3,4
P1899,,,,
P1900,A02-T3-H02,7,0,1
P1901,A01-T3-H02,2,1,2
P1902,A01-T2-H01,9,0,1
P1903,A02-T2-H02,1,1,2
P1904,A02-T3-H02,3,0,1
P1905,A02-T1-H02,5,0,1
P1906,A02-T2-H01,2,0,1
P1907,A01-T2-H01,2,0,1
P1908,A03-T3-H02,2,0,1
P1909,A03-T2-H01,10,1,2
P1910,A01-T1-H01,3,0,2
P1911,A03-T3-H02,2,1,3
P1912,A03-T2-H01,6,1,2
P1913,A03-T2-H01,4,0,1
P1914,A03-T2-H02,8,2,3
P1915,A01-T1-H03,2,4,5
P1916,A02-T3-H01,3,0,2
P1917,A01-T3-H01,2,1,2
P1918,A03-T3-H01,2,1,2
P1919,A02-T1-H02,2,0,1
P1920,A01-T1-H03,3,1,2
P1921,A02-T2-H02,1,0,1
P1922,A03-T2-H01,7,2,3
P1923,A01-T3-H02,6,2,3
P1924,A01-T1-H03,2,3,4
P1925,A03-T3-H01,3,1,3
P1926,A03-T2-H03,4,0,2
P1927,A01-T3-H02,4,1,2
P1928,A03-T2-H03,9,1,3
P1929,A01-T3-H01,8,2,3
P1930,A01-T1-H02,3,3,4
P1931,A03-T2-H03,1,2,3
P1932,,,,
P1933,A01-T2-H03,1,0,1
P1934,A03-T3-H02,2,1,3
P1935,A02-T2-H01,1,2,4
P1936,A03-T2-H03,1,0,1
P1937,A01-T3-H02,3,1,2
P1938,A02-T3-H01,4,1,2
P1939,A01-T3-H02,3,1,2
P1940,A02-T2-H04,2,0,2
P1941,A03-T2-H03,8,3,4
P1942,A03-T3-H02,1,2,3
P1943,A01-T2-H03,6,1,3
P1944,A03-T3-H02,5,0,1
P1945,A02-T2-H01,4,0,2
P1946,A01-T2-H01,3,1,2
P1947,A03-T2-H02,7,2,3
P1948,A03-T3-H01,4,0,1
P1949,A01-T1-H01,2,0,1
P1950,A03-T3-H03,4,2,4
P1951,A01-T2-H02,3,1,2
P1952,,,,
P1953,A03-T3-H03,4,2,3
P1954,A01-T3-H01,6,0,1
P1955,A01-T2-H02,8,1,2
P1956,A02-T3-H02,6,0,1
P1957,A01-T3-H02,6,2,3
P1958,A02-T2-H03,8,2,3
P1959,A02-T2-H02,3,0,1
P1960,A03-T2-H03,7,0,1
P1961,A01-T2-H02,2,1,3
P1962,A03-T2-H01,9,0,1
P1963,A03-T2-H03,1,2,3
P1964,A02-T2-H04,5,2,3
P1965,A03-T3-H03,3,1,3
P1966,A01-T2-H02,8,1,3
P1967,A03-T2-H02,2,2,4
P1968,A01-T1-H02,2,0,1
P1969,A03-T2-H03,1,0,1
P1970,A01-T2-H01,10,2,3
P1971,A01-T3-H02,7,1,2
P1972,A01-T1-H03,3,2,3
P1973,A01-T1-H01,6,1,2
P1974,A02-T2-H02,7,3,4
P1975,A03-T3-H01,4,2,3
P1976,A03-T2-H01,1,2,4
P1977,A03-T2-H02,2,2,3
P1978,A03-T2-H02,2,0,2
P1979,A01-T2-H01,8,2,3
P1980,,,,
P1981,A03-T3-H01,2,0,2
P1982,,,,
P1983,A01-T1-H01,1,3,4
P1984,A02-T2-H02,2,0,1
P1985,A02-T3-H01,7,2,4
P1986,A03-T2-H03,5,3,4
P1987,A02-T3-H01,7,0,1
P1988,A02-T2-H04,4,0,2
P1989,A02-T2-H03,5,2,3
P1990,A02-T2-H01,2,1,3
P1991,A01-T1-H03,6,0,1
P1992,A01-T3-H01,4,0,1
P1993,A01-T2-H03,3,1,3
P1994,A02-T3-H01,3,0,2
P1995,A03-T2-H03,6,3,4
P1996,,,,
P1997,A01-T3-H02,1,2,3
P1998,A02-T2-H01,6,2,4
P1999,A01-T3-H02,1,1,3
P2000,A01-T2-H01,5,1,2
P2001,,,,
P2002,A02-T2-H04,7,1,2
P2003,A02-T2-H01,7,1,3
P2004,A03-T2-H02,5,2,4
P2005,A01-T2-H03,7,1,2
P2006,A01-T1-H01,4,2,3
P2007,A02-T2-H01,6,2,4
P2008,A02-T1-H01,2,2,3
P2009,A02-T3-H02,7,1,2
P2010,A02-T1-H02,3,3,4
P2011,A01-T1-H01,4,2,3
P2012,A03-T2-H02,6,2,3
P2013,A02-T3-H01,1,1,2
P2014,A01-T3-H02,7,1,3
P2015,A02-T2-H04,6,3,4
P2016,A02-T1-H02,3,1,4
P2017,A03-T3-H02,5,0,1
P2018,A02-T3-H01,3,0,2
P2019,A03-T2-H02,7,2,3
P2020,A03-T2-H03,2,2,5
P2021,A01-T1-H03,4,4,5
P2022,A03-T2-H02,6,0,1
P2023,,,,
P2024,A01-T3-H02,1,0,1
P2025,A03-T2-H03,2,2,3
P2026,A02-T1-H02,3,0,1
P2027,A01-T2-H03,1,0,1
P2028,A01-T3-H02,1,0,1
P2029,A03-T2-H03,7,4,5
P2030,A01-T3-H02,1,0,1
P2031,A03-T3-H03,3,0,1
P2032,A02-T3-H02,6,0,2
P2033,A01-T2-H01,4,2,3
P2034,A01-T2-H02,10,0,1
P2035,A01-T3-H01,3,1,2
P2036,A03-T2-H03,2,0,1
P2037,,,,
P2038,A02-T3-H02,6,0,2
P2039,A01-T2-H03,11,0,1
P2040,A01-T1-H02,1,3,4
P2041,A01-T2-H02,9,0,1
P2042,A01-T2-H01,8,0,2
P2043,,,,
P2044,A01-T2-H01,11,0,2
P2045,,,,
P2046,A03-T3-H02,3,3,4
P2047,A03-T2-H01,1,0,1
P2048,A03-T3-H01,1,0,1
P2049,A01-T1-H02,6,2,4
P2050,A03-T2-H01,7,2,3
P2051,A02-T3-H02,7,0,1
P2052,A01-T1-H02,3,2,4
P2053,A02-T2-H01,2,1,3
P2054,A01-T2-H03,2,1,3
P2055,A01-T3-H02,4,0,1
P2056,A02-T2-H01,6,0,2
P2057,A01-T2-H02,10,0,1
P2058,A03-T3-H01,1,0,1
P2059,A03-T2-H01,9,0,1
P2060,A01-T2-H03,11,1,3
P2061,A01-T2-H01,11,0,2
P2062,A02-T1-H02,1,0,1
P2063,A03-T3-H01,1,1,2
P2064,A03-T2-H01,2,0,3
P2065,A02-T2-H04,3,0,2
P2066,A01-T3-H02,5,1,2
P2067,A01-T3-H01,5,1,2
P2068,A02-T3-H01,2,2,3
P2069,A01-T3-H02,8,1,2
P2070,A02-T2-H04,1,3,4
P2071,A01-T2-H03,8,1,2
P2072,A01-T3-H02,8,1,2
P2073,A02-T1-H02,3,3,4
P2074,A01-T2-H02,11,1,3
P2075,A02-T2-H01,1,3,4
P2076,A02-T2-H01,2,0,1
P2077,A01-T2-H01,2,0,1
P2078,A02-T1-H01,2,0,1
P2079,A02-T3-H01,7,0,2
P2080,A01-T1-H02,7,3,4
P2081,A01-T2-H03,11,1,3
P2082,A01-T2-H01,6,2,4
P2083,A01-T3-H02,3,1,2
P2084,A02-T2-H01,1,1,2
P2085,A02-T2-H02,9,3,4
P2086,A02-T1-H02,3,0,1
P2087,A03-T3-H01,3,1,3
P2088,A01-T1-H02,7,0,1
P2089,A01-T1-H01,6,1,2
P2090,A02-T2-H03,3,1,2
P2091,A01-T2-H01,10,0,1
P2092,A01-T2-H01,9,2,3
P2093,A03-T3-H03,3,0,1
P2094,A03-T3-H02,2,0,1
P2095,,,,
P2096,A01-T1-H01,3,0,2
P2097,A02-T2-H01,6,0,2
P2098,A02-T1-H02,3,0,1
P2099,A02-T2-H01,3,2,3
P2100,A01-T2-H03,3,1,3
P2101,A02-T1-H02,2,0,1
P2102,A01-T2-H02,2,0,1
P2103,A02-T2-H01,1,0,1
P2104,,,,
P2105,A03-T2-H02,6,0,1
P2106,A01-T2-H01,2,0,1
P2107,A01-T2-H01,7,1,2
P2108,A02-T2-H01,5,2,4
P2109,A01-T2-H02,1,1,2
P2110,A02-T2-H01,5,0,2
P2111,A03-T2-H02,8,0,2
P2112,A01-T3-H01,7,1,2
P2113,,,,
P2114,A02-T2-H01,5,3,4
P2115,A03-T3-H02,3,3,4
P2116,A02-T3-H01,7,0,2
P2117,A03-T2-H03,1,2,4
P2118,A02-T2-H04,7,1,2
P2119,A02-T2-H01,7,0,1
P2120,A01-T2-H01,9,0,1
P2121,A03-T3-H01,4,2,3
P2122,,,,
P2123,A01-T1-H03,2,3,4
P2124,A02-T3-H02,7,1,2
P2125,A02-T2-H03,8,1,2
P2126,A02-T1-H02,5,2,3
P2127,A01-T2-H01,9,0,1
P2128,A03-T2-H03,7,2,4
P2129,A03-T3-H02,4,0,1
P2130,A01-T2-H02,8,1,2
P2131,A01-T3-H02,3,0,1
P2132,A01-T2-H01,4,2,3
P2133,A01-T2-H03,8,2,3
P2134,A02-T2-H04,1,2,4
P2135,A03-T3-H03,5,1,2
P2136,A03-T3-H02,2,1,3
P2137,A01-T2-H02,11,0,2
P2138,A03-T2-H02,8,0,2
P2139,A02-T2-H03,7,0,1
P2140,A02-T2-H04,4,2,3
P2141,A02-T2-H03,5,2,3
P2142,A03-T2-H03,8,3,4
P2143,A02-T2-H02,9,0,3
P2144,A03-T2-H03,3,2,3
P2145,A03-T2-H02,8,0,2
P2146,A02-T2-H02,8,2,3
P2147,A02-T2-H02,3,2,4
P2148,A01-T3-H02,8,1,2
P2149,A01-T3-H02,5,2,3
P2150,A01-T2-H01,2,2,3
P2151,A03-T3-H02,2,2,4
P2152,A01-T2-H02,6,0,1
P2153,A02-T2-H02,2,3,4
P2154,A03-T2-H02,4,0,1
P2155,A01-T2-H02,8,1,2
P2156,A03-T2-H02,6,0,1
P2157,A02-T2-H04,2,0,2
P2158,A03-T2-H03,8,3,4
P2159,A03-T2-H03,1,0,1
P2160,A01-T2-H02,1,1,2
P2161,A03-T2-H03,7,2,4
P2162,A01-T1-H03,6,1,4
P2163,A01-T1-H01,2,0,1
P2164,A02-T2-H03,3,1,2
P2165,A02-T1-H02,1,0,1
P2166,A03-T2-H01,4,0,3
P2167,A03-T2-H03,3,2,3
P2168,A01-T3-H02,7,1,2
P2169,A03-T3-H03,3,2,3
P2170,A02-T1-H01,1,3,5
P2171,A01-T3-H02,4,0,1
P2172,A01-T1-H01,6,0,1
P2173,A01-T3-H01,8,0,1
P2174,A03-T3-H03,2,1,3
P2175,,,,
P2176,A03-T3-H03,1,2,4
P2177,A01-T3-H02,7,1,2
P2178,A03-T2-H03,6,0,3
P2179,A02-T2-H02,9,3,4
P2180,A02-T2-H04,2,2,4
P2181,A01-T1-H02,4,1,3
P2182,A02-T3-H01,3,2,3
P2183,A01-T3-H02,2,0,1
P2184,A02-T3-H02,6,1,2
P2185,A01-T2-H02,11,0,1
P2186,A02-T2-H01,5,0,1
P2187,A03-T1-H01,1,2,3
P2188,A01-T3-H02,1,1,2
P2189,A01-T2-H01,3,1,2
P2190,A01-T3-H02,6,1,2
P2191,A01-T2-H01,2,1,3
P2192,A01-T2-H02,11,0,1
P2193,A01-T2-H03,5,2,3
P2194,A03-T3-H03,2,0,1
P2195,A02-T1-H02,5,0,1
P2196,A02-T2-H01,1,1,2
P2197,A01-T2-H01,2,1,3
P2198,A03-T2-H01,3,0,1
P2199,A03-T2-H01,4,2,3
P2200,A03-T2-H01,2,2,3
P2201,A02-T3-H02,5,1,3
P2202,A01-T2-H03,1,0,1
P2203,A01-T3-H02,6,2,3
P2204,A01-T2-H01,8,2,3
P2205,A01-T1-H03,1,2,3
P2206,A03-T2-H03,4,0,1
P2207,A01-T2-H02,6,0,1
P2208,A01-T1-H01,1,0,1
P2209,A01-T2-H01,10,2,3
P2210,A01-T3-H02,8,1,2
P2211,A03-T3-H02,2,1,3
P2212,A01-T2-H02,8,1,3
P2213,A01-T1-H03,2,2,5
P2214,A02-T3-H01,1,1,2
P2215,A02-T3-H01,6,1,2
P2216,A01-T2-H02,10,0,1
P2217,A03-T2-H03,4,0,2
P2218,A03-T2-H03,4,0,2
P2219,A03-T2-H02,6,2,4
P2220,A03-T2-H02,4,2,3
P2221,A03-T3-H03,5,1,2
P2222,A03-T3-H02,1,2,3
P2223,A03-T2-H02,5,2,3
P2224,A01-T1-H01,6,0,1
P2225,A01-T3-H01,5,1,2
P2226,A02-T2-H01,6,2,4
P2227,A01-T2-H01,7,0,1
P2228,A03-T3-H02,3,0,2
P2229,A01-T2-H02,6,0,1
P2230,A02-T2-H01,2,0,1
P2231,A03-T2-H02,7,2,3
P2232,A02-T2-H04,5,1,2
P2233,A02-T2-H02,3,1,4
P2234,A03-T3-H02,2,1,3
P2235,A01-T3-H01,8,2,3
P2236,A01-T2-H02,6,1,2
P2237,A03-T2-H02,4,2,3
P2238,A01-T3-H01,4,2,3
P2239,,,,
P2240,A02-T2-H01,1,1,2
P2241,A01-T1-H02,4,0,3
P2242,A02-T2-H02,2,1,2
P2243,A01-T2-H01,8,0,2
P2244,A01-T1-H01,5,2,3
P2245,A02-T2-H04,1,3,4
P2246,A01-T2-H02,11,2,3
P2247,A03-T2-H03,4,3,4
P2248,A02-T2-H03,8,0,1
P2249,A02-T3-H01,6,1,2
P2250,A01-T1-H01,5,0,1
P2251,A02-T2-H04,2,2,4
P2252,A03-T2-H03,6,1,4
P2253,A03-T3-H03,2,0,1
