person_id,origin,destination,origin_type,destination_type,direction,origin_is_flexible_land,destination_is_flexible_land,candidate_origin_airports,candidate_destination_airports,fixed_origin_airport,fixed_destination_airport,nearest_airport,nearest_airport_distance_km,airport_rankings,direct_distance_lower_bound_km,direct_lower_bound_origin,direct_lower_bound_destination,technical_min_travel_minutes_lower_bound,technical_min_aircraft_type,technical_min_sea_stops,minimum_fuel_requirement_estimate_kg
P2016,F030,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A01,158.0,"[""A01"", ""A02"", ""A03""]",180.0,F030,A02,44,T1,0,450.0
P2017,LAND,F052,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,A02,F052,71,T2,1,647.5
P2018,LAND,F034,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,A01,F034,60,T1,1,615.0
P2019,F045,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,260.0,"[""A03"", ""A02"", ""A01""]",260.0,F045,A03,71,T2,0,650.0
P2020,F042,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,368.0,"[""A03"", ""A02"", ""A01""]",368.0,F042,A03,101,T2,0,920.0
P2021,F005,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,190.0,"[""A01"", ""A02"", ""A03""]",190.0,F005,A01,46,T1,0,475.0
P2022,LAND,F048,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",254.0,A03,F048,70,T2,1,635.0
P2023,LAND,F045,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,260.0,"[""A03"", ""A02"", ""A01""]",260.0,A03,F045,71,T2,1,650.0
P2024,LAND,F002,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,A01,F002,53,T1,1,542.5
P2025,F042,F040,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,342.0,"[""A03"", ""A02"", ""A01""]",28.0,F042,F040,7,T1,1,70.0
P2026,LAND,F030,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,A01,F030,38,T1,1,395.0
P2027,LAND,F005,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",190.0,A01,F005,46,T1,1,475.0
P2028,LAND,F002,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,A01,F002,53,T1,1,542.5
P2029,F043,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,303.0,"[""A03"", ""A02"", ""A01""]",303.0,F043,A03,83,T2,0,757.5
P2030,LAND,F002,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,A01,F002,53,T1,1,542.5
P2031,LAND,F042,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,368.0,"[""A03"", ""A02"", ""A01""]",368.0,A03,F042,101,T2,1,920.0
P2032,LAND,F021,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,A01,F021,53,T1,1,545.0
P2033,F030,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,F030,A01,38,T1,0,395.0
P2034,LAND,F020,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,A01,F020,42,T1,1,427.5
P2035,F008,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,221.0,"[""A01"", ""A02"", ""A03""]",221.0,F008,A01,54,T1,0,552.5
P2036,LAND,F044,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,A03,F044,87,T2,1,792.5
P2037,LAND,F052,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,A02,F052,71,T2,1,647.5
P2038,LAND,F021,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,A01,F021,53,T1,1,545.0
P2039,LAND,F001,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,219.0,"[""A01"", ""A02"", ""A03""]",219.0,A01,F001,53,T1,1,547.5
P2040,F003,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,192.0,"[""A01"", ""A02"", ""A03""]",192.0,F003,A01,47,T1,0,480.0
P2041,LAND,F011,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,201.0,"[""A01"", ""A02"", ""A03""]",201.0,A01,F011,49,T1,1,502.5
P2042,LAND,F034,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,A01,F034,60,T1,1,615.0
P2043,LAND,F017,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,A01,F017,37,T1,1,382.5
P2044,LAND,F013,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,279.0,"[""A01"", ""A02"", ""A03""]",279.0,A01,F013,77,T2,1,697.5
P2045,LAND,F037,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,359.0,"[""A03"", ""A02"", ""A01""]",359.0,A03,F037,98,T2,1,897.5
P2046,F043,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,303.0,"[""A03"", ""A02"", ""A01""]",303.0,F043,A03,83,T2,0,757.5
P2047,A03,F038,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,263.0,"[""A03"", ""A02"", ""A01""]",263.0,A03,F038,72,T2,1,657.5
P2048,A03,F037,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,359.0,"[""A03"", ""A02"", ""A01""]",359.0,A03,F037,98,T2,1,897.5
P2049,F006,A01,FACILITY,AIRPORT,inbound,0,0,[],"[""A01""]",,A01,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,F006,A01,57,T1,0,587.5
P2050,F047,F049,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,239.0,"[""A02"", ""A03"", ""A01""]",19.0,F047,F049,5,T1,1,47.5
P2051,LAND,F022,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,A01,F022,47,T1,1,485.0
P2052,F028,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F028,A01,53,T1,0,542.5
P2053,F023,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,F023,A02,73,T2,0,667.5
P2054,F009,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,F009,A01,40,T1,0,415.0
P2055,LAND,F025,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,202.0,"[""A01"", ""A02"", ""A03""]",202.0,A01,F025,49,T1,1,505.0
P2056,LAND,F032,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,A02,F032,77,T2,1,697.5
P2057,LAND,F020,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,A01,F020,42,T1,1,427.5
P2058,LAND,F037,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,359.0,"[""A03"", ""A02"", ""A01""]",359.0,A03,F037,98,T2,1,897.5
P2059,LAND,F051,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,279.0,"[""A03"", ""A02"", ""A01""]",279.0,A03,F051,77,T2,1,697.5
P2060,F001,F005,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",50.0,F001,F005,12,T1,1,125.0
P2061,LAND,F013,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,279.0,"[""A01"", ""A02"", ""A03""]",279.0,A01,F013,77,T2,1,697.5
P2062,LAND,F005,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",190.0,A01,F005,46,T1,1,475.0
P2063,F037,F040,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,342.0,"[""A03"", ""A02"", ""A01""]",27.0,F037,F040,7,T1,1,67.5
P2064,LAND,F045,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,260.0,"[""A03"", ""A02"", ""A01""]",260.0,A03,F045,71,T2,1,650.0
P2065,LAND,F026,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,A01,F026,49,T1,1,510.0
P2066,F002,F004,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,197.0,"[""A01"", ""A02"", ""A03""]",33.0,F002,F004,8,T1,1,82.5
P2067,F008,F003,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",38.0,F008,F003,10,T1,1,95.0
P2068,F022,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,F022,A01,47,T1,0,485.0
P2069,F030,F026,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",59.0,F030,F026,15,T1,1,147.5
P2070,F036,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,F036,A02,52,T1,0,537.5
P2071,F014,F017,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,153.0,"[""A01"", ""A02"", ""A03""]",38.0,F014,F017,10,T1,1,95.0
P2072,F030,F026,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",59.0,F030,F026,15,T1,1,147.5
P2073,F026,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A01,204.0,"[""A01"", ""A02"", ""A03""]",221.0,F026,A02,54,T1,0,552.5
P2074,F016,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,F016,A01,44,T1,0,452.5
P2075,F022,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,F022,A01,47,T1,0,485.0
P2076,LAND,F023,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,A02,F023,73,T2,1,667.5
P2077,LAND,F010,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,216.0,"[""A01"", ""A02"", ""A03""]",216.0,A01,F010,52,T1,1,540.0
P2078,A02,F018,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,196.0,"[""A01"", ""A02"", ""A03""]",214.0,A02,F018,52,T1,1,535.0
P2079,LAND,F035,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,258.0,"[""A01"", ""A02"", ""A03""]",258.0,A01,F035,71,T2,1,645.0
P2080,F015,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,F015,A01,46,T1,0,477.5
P2081,F001,F005,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",50.0,F001,F005,12,T1,1,125.0
P2082,F003,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,192.0,"[""A01"", ""A02"", ""A03""]",192.0,F003,A01,47,T1,0,480.0
P2083,F012,A01,FACILITY,AIRPORT,inbound,0,0,[],"[""A01""]",,A01,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,F012,A01,50,T1,0,520.0
P2084,F018,F026,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",14.0,F018,F026,4,T1,1,35.0
P2085,F019,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F019,A01,49,T1,0,510.0
P2086,LAND,F030,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,A01,F030,38,T1,1,395.0
P2087,F037,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,359.0,"[""A03"", ""A02"", ""A01""]",359.0,F037,A03,98,T2,0,897.5
P2088,LAND,F018,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,A01,F018,48,T1,1,490.0
P2089,F031,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,F031,A02,59,T1,0,605.0
P2090,F006,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",14.0,F006,F007,4,T1,1,35.0
P2091,LAND,F015,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,A01,F015,46,T1,1,477.5
P2092,F009,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,F009,A01,40,T1,0,415.0
P2093,A03,F042,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,368.0,"[""A03"", ""A02"", ""A01""]",368.0,A03,F042,101,T2,1,920.0
P2094,LAND,F040,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,342.0,"[""A03"", ""A02"", ""A01""]",342.0,A03,F040,94,T2,1,855.0
P2095,F052,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,F052,A02,71,T2,0,647.5
P2096,LAND,F005,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",190.0,A01,F005,46,T1,1,475.0
P2097,A02,F032,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,A02,F032,77,T2,1,697.5
P2098,LAND,F030,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,A01,F030,38,T1,1,395.0
P2099,F023,F032,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,279.0,"[""A02"", ""A01"", ""A03""]",14.0,F023,F032,4,T1,1,35.0
P2100,F010,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",37.0,F010,F007,9,T1,1,92.5
P2101,A02,F029,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,211.0,"[""A01"", ""A02"", ""A03""]",216.0,A02,F029,52,T1,1,540.0
P2102,LAND,F006,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,A01,F006,57,T1,1,587.5
P2103,A02,F018,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,196.0,"[""A01"", ""A02"", ""A03""]",214.0,A02,F018,52,T1,1,535.0
P2104,LAND,F032,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,A02,F032,77,T2,1,697.5
P2105,LAND,F048,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",254.0,A03,F048,70,T2,1,635.0
P2106,LAND,F010,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,216.0,"[""A01"", ""A02"", ""A03""]",216.0,A01,F010,52,T1,1,540.0
P2107,F016,F005,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",25.0,F016,F005,6,T1,1,62.5
P2108,F047,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,241.0,"[""A02"", ""A01"", ""A03""]",241.0,F047,A02,58,T1,0,602.5
P2109,F020,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,F020,A01,42,T1,0,427.5
P2110,LAND,F047,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,241.0,"[""A02"", ""A01"", ""A03""]",241.0,A02,F047,58,T1,1,602.5
P2111,LAND,F052,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,A02,F052,71,T2,1,647.5
P2112,F015,F009,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,166.0,"[""A01"", ""A02"", ""A03""]",38.0,F015,F009,10,T1,1,95.0
P2113,F025,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,202.0,"[""A01"", ""A02"", ""A03""]",202.0,F025,A01,49,T1,0,505.0
P2114,F031,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,F031,A02,59,T1,0,605.0
P2115,F043,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,303.0,"[""A03"", ""A02"", ""A01""]",303.0,F043,A03,83,T2,0,757.5
P2116,LAND,F035,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,258.0,"[""A01"", ""A02"", ""A03""]",258.0,A01,F035,71,T2,1,645.0
P2117,F038,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,263.0,"[""A03"", ""A02"", ""A01""]",263.0,F038,A03,72,T2,0,657.5
P2118,F038,F039,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,223.0,"[""A03"", ""A02"", ""A01""]",42.0,F038,F039,11,T1,1,105.0
P2119,LAND,F002,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,A01,F002,53,T1,1,542.5
P2120,LAND,F014,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,164.0,"[""A01"", ""A02"", ""A03""]",164.0,A01,F014,40,T1,1,410.0
P2121,F044,F037,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,359.0,"[""A03"", ""A02"", ""A01""]",54.0,F044,F037,13,T1,1,135.0
P2122,LAND,F049,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,239.0,"[""A02"", ""A03"", ""A01""]",239.0,A02,F049,58,T1,1,597.5
P2123,F024,F027,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",20.0,F024,F027,5,T1,1,50.0
P2124,F022,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,F022,A01,47,T1,0,485.0
P2125,F031,F021,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",44.0,F031,F021,11,T1,1,110.0
P2126,F029,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,211.0,"[""A01"", ""A02"", ""A03""]",211.0,F029,A01,51,T1,0,527.5
P2127,LAND,F014,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,164.0,"[""A01"", ""A02"", ""A03""]",164.0,A01,F014,40,T1,1,410.0
P2128,F050,F043,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,303.0,"[""A03"", ""A02"", ""A01""]",115.0,F050,F043,28,T1,1,287.5
P2129,LAND,F036,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,A02,F036,52,T1,1,537.5
P2130,F028,F018,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,196.0,"[""A01"", ""A02"", ""A03""]",65.0,F028,F018,16,T1,1,162.5
P2131,A01,F012,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,A01,F012,50,T1,1,520.0
P2132,F030,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,F030,A01,38,T1,0,395.0
P2133,F017,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,F017,A01,37,T1,0,382.5
P2134,F021,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,F021,A01,53,T1,0,545.0
P2135,F036,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,F036,A02,52,T1,0,537.5
P2136,F040,F041,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,278.0,"[""A03"", ""A02"", ""A01""]",66.0,F040,F041,16,T1,1,165.0
P2137,LAND,F017,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,A01,F017,37,T1,1,382.5
P2138,A03,F052,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A02,259.0,"[""A02"", ""A03"", ""A01""]",261.0,A03,F052,72,T2,1,652.5
P2139,LAND,F017,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,A01,F017,37,T1,1,382.5
P2140,F023,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,F023,A02,73,T2,0,667.5
P2141,F043,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,303.0,"[""A03"", ""A02"", ""A01""]",303.0,F043,A03,83,T2,0,757.5
P2142,F036,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,F036,A02,52,T1,0,537.5
P2143,LAND,F019,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,A01,F019,49,T1,1,510.0
P2144,F042,F040,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,342.0,"[""A03"", ""A02"", ""A01""]",28.0,F042,F040,7,T1,1,70.0
P2145,LAND,F052,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,A02,F052,71,T2,1,647.5
P2146,F031,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,F031,A02,59,T1,0,605.0
P2147,F047,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,241.0,"[""A02"", ""A01"", ""A03""]",241.0,F047,A02,58,T1,0,602.5
P2148,F030,F026,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",59.0,F030,F026,15,T1,1,147.5
P2149,F004,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,F004,A01,48,T1,0,492.5
P2150,F011,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,201.0,"[""A01"", ""A02"", ""A03""]",201.0,F011,A01,49,T1,0,502.5
P2151,F044,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,F044,A03,87,T2,0,792.5
P2152,LAND,F017,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,A01,F017,37,T1,1,382.5
P2153,F024,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A01,211.0,"[""A01"", ""A02"", ""A03""]",219.0,F024,A02,53,T1,0,547.5
P2154,A03,F038,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,263.0,"[""A03"", ""A02"", ""A01""]",263.0,A03,F038,72,T2,1,657.5
P2155,F028,F018,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,196.0,"[""A01"", ""A02"", ""A03""]",65.0,F028,F018,16,T1,1,162.5
P2156,LAND,F048,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",254.0,A03,F048,70,T2,1,635.0
P2157,LAND,F032,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,A02,F032,77,T2,1,697.5
