person_id,task_type,arrival_margin_minutes
P2900,shift,26
P2901,shift,2823
P2902,shift,2872
P2903,shift,1428
P2904,shift,2584
P2905,shift,2256
P2906,shift,2880
P2907,shift,1516
P2908,shift,1440
P2909,shift,2128
P2910,shift,708
P2911,shift,1360
P2912,shift,930
P2913,shift,1130
P2914,shift,41
P2915,shift,86
P2916,production,11
P2917,shift,780
P2918,shift,708
P2919,shift,2877
P2920,shift,2929
P2921,shift,2846
P2922,production,26
P2923,production,32
P2924,shift,4305
P2925,shift,2851
P2926,shift,49
P2927,shift,1470
P2928,shift,2875
P2929,shift,2952
P2930,shift,2880
P2931,shift,1588
P2932,shift,1516
P2933,shift,654
P2934,shift,753
P2935,shift,1403
P2936,shift,1424
P2937,shift,2907
P2938,shift,1414
P2939,shift,2880
P2940,shift,1440
P2941,shift,2840
P2942,shift,856
P2943,production,49
P2944,shift,2893
P2945,shift,2880
P2946,shift,1440
P2947,temporary,2789
P2948,shift,3608
P2949,shift,2938
P2950,shift,1399
P2951,shift,2237
P2952,shift,762
P2953,shift,1440
P2954,temporary,5561
P2955,shift,4248
P2956,shift,2880
P2957,shift,1419
P2958,shift,1388
P2959,shift,762
P2960,shift,2838
P2961,shift,2938
P2962,shift,6
P2963,shift,1441
P2964,shift,1506
P2965,shift,2880
P2966,shift,1450
P2967,shift,2846
P2968,shift,2835
P2969,shift,2251
P2970,shift,4239
P2971,shift,2865
P2972,shift,2880
P2973,shift,2875
P2974,shift,231
P2975,shift,1447
P2976,shift,1207
P2977,shift,2669
P2978,shift,205
P2979,shift,1432
P2980,shift,2209
P2981,shift,1452
P2982,shift,2880
P2983,shift,3608
P2984,shift,2880
P2985,shift,780
P2986,shift,1440
P2987,shift,1405
P2988,production,35
P2989,shift,1440
P2990,shift,2880
P2991,shift,1309
P2992,shift,1386
P2993,shift,2851
P2994,production,73
P2995,shift,2864
P2996,shift,856
P2997,production,67
P2998,production,31
P2999,shift,760
P3000,shift,1394
P3001,shift,753
P3002,shift,2880
P3003,shift,2884
P3004,shift,930
P3005,shift,2821
P3006,shift,2835
P3007,temporary,1363
P3008,shift,2757
P3009,shift,1446
P3010,shift,1435
P3011,shift,1426
P3012,shift,2851
P3013,shift,1425
P3014,shift,1061
P3015,temporary,2830
P3016,shift,2877
P3017,shift,1393
P3018,shift,56
P3019,shift,1514
P3020,shift,1441
P3021,shift,2837
P3022,shift,3388
P3023,shift,2880
P3024,shift,1377
P3025,shift,77
P3026,shift,2880
P3027,shift,73
P3028,temporary,3829
P3029,shift,1479
P3030,shift,4102
P3031,shift,2800
P3032,shift,66
P3033,shift,20
P3034,shift,2892
P3035,shift,2271
P3036,production,8
P3037,shift,2838
P3038,shift,925
P3039,shift,1512
P3040,shift,1398
P3041,shift,87
P3042,shift,2880
P3043,shift,1404
P3044,shift,850
P3045,production,14
P3046,shift,71
P3047,shift,752
P3048,shift,983
P3049,shift,1440
P3050,shift,856
P3051,shift,2923
P3052,shift,2144
P3053,shift,1455
P3054,shift,159
P3055,shift,939
P3056,production,98
P3057,shift,1599
P3058,shift,1376
P3059,shift,2887
P3060,shift,920
P3061,shift,1389
P3062,shift,972
P3063,shift,2838
P3064,shift,762
P3065,shift,2894
P3066,shift,2097
P3067,shift,2880
P3068,shift,1440
P3069,shift,4102
P3070,production,64
P3071,shift,1435
P3072,shift,683
P3073,shift,1432
P3074,shift,86
P3075,shift,1396
P3076,shift,1440
P3077,shift,2875
P3078,shift,1437
P3079,shift,1440
P3080,shift,2240
P3081,shift,1207
P3082,shift,2880
P3083,shift,1418
P3084,shift,2838
P3085,shift,1199
P3086,shift,1408
P3087,shift,2880
P3088,shift,1450
P3089,shift,1396
P3090,shift,1516
P3091,shift,1441
P3092,shift,661
P3093,shift,2880
P3094,shift,2880
P3095,shift,1416
P3096,shift,1918
P3097,shift,2904
P3098,shift,853
P3099,shift,1454
P3100,shift,865
P3101,shift,1440
P3102,shift,4112
P3103,production,50
P3104,shift,1440
P3105,shift,2255
P3106,shift,863
P3107,shift,1339
P3108,shift,205
P3109,shift,2880
P3110,production,18
P3111,shift,1425
P3112,shift,2221
P3113,shift,72
P3114,shift,836
P3115,production,68
P3116,shift,2786
P3117,shift,1380
P3118,shift,3660
P3119,shift,1455
P3120,shift,2880
P3121,shift,1452
P3122,temporary,1419
P3123,shift,2652
P3124,production,11
P3125,shift,856
P3126,temporary,1373
P3127,shift,780
P3128,temporary,758
P3129,temporary,4317
P3130,shift,1849
P3131,shift,1199
P3132,shift,1449
P3133,shift,4261
P3134,shift,1440
P3135,shift,2070
P3136,temporary,7633
P3137,shift,2835
P3138,shift,1435
P3139,shift,112
P3140,temporary,2904
P3141,shift,1462
P3142,shift,106
P3143,shift,2687
P3144,shift,1100
P3145,shift,1416
P3146,shift,2887
P3147,shift,2846
P3148,shift,1400
P3149,shift,2829
P3150,shift,2880
P3151,shift,771
P3152,shift,833
P3153,shift,3221
P3154,shift,3022
P3155,shift,3
P3156,shift,2880
P3157,shift,969
P3158,production,117
P3159,shift,15
P3160,shift,2880
P3161,shift,4335
P3162,shift,66
P3163,temporary,4226
P3164,shift,1595
P3165,shift,2880
P3166,shift,1440
P3167,shift,896
P3168,production,22
P3169,shift,449
P3170,temporary,3149
P3171,shift,2838
P3172,shift,749
P3173,shift,1439
P3174,shift,1434
P3175,shift,208
P3176,shift,1440
P3177,shift,1440
P3178,shift,2923
P3179,shift,2837
P3180,shift,1385
P3181,shift,1582
P3182,shift,1440
P3183,shift,2894
P3184,shift,2880
P3185,shift,2178
P3186,shift,2628
P3187,shift,1440
P3188,shift,2880
P3189,shift,106
P3190,temporary,3984
P3191,temporary,1673
P3192,shift,1709
P3193,shift,1367
P3194,shift,2687
P3195,production,77
P3196,temporary,1397
P3197,shift,1399
P3198,shift,1315
P3199,shift,1442
P3200,shift,6
P3201,shift,1440
P3202,shift,1440
P3203,shift,2639
P3204,shift,2240
P3205,shift,1673
P3206,production,80
P3207,shift,1645
P3208,shift,749
P3209,shift,2757
P3210,shift,689
P3211,temporary,2880
P3212,shift,1315
P3213,production,30
P3214,shift,2564
P3215,shift,1444
P3216,shift,2880
P3217,shift,749
P3218,production,31
P3219,shift,622
P3220,shift,2835
P3221,production,72
P3222,shift,1395
P3223,shift,2884
P3224,shift,781
P3225,temporary,1415
P3226,shift,1440
P3227,shift,2255
P3228,production,97
P3229,shift,2128
P3230,shift,2917
P3231,shift,1428
P3232,shift,2785
P3233,temporary,1399
P3234,shift,853
P3235,shift,689
P3236,shift,1424
P3237,shift,1428
P3238,shift,2757
P3239,shift,3186
P3240,production,88
P3241,shift,1327
P3242,production,55
P3243,shift,1455
P3244,shift,1388
P3245,shift,1440
P3246,temporary,1390
P3247,shift,66
P3248,shift,2271
P3249,shift,1315
P3250,shift,205
P3251,shift,1440
P3252,shift,749
P3253,shift,896
P3254,shift,771
P3255,production,63
P3256,shift,2861
P3257,production,30
P3258,shift,2530
P3259,shift,1009
P3260,shift,1443
P3261,production,16
P3262,shift,743
P3263,shift,771
P3264,temporary,454
P3265,shift,850
P3266,shift,864
P3267,shift,1560
P3268,shift,2952
P3269,production,47
P3270,shift,1440
P3271,production,87
P3272,shift,205
P3273,shift,2209
P3274,production,45
P3275,shift,2849
P3276,shift,2829
P3277,shift,661
P3278,shift,920
P3279,shift,760
P3280,shift,1309
P3281,shift,1440
P3282,production,83
P3283,shift,2642
P3284,shift,744
P3285,shift,2097
P3286,shift,2865
P3287,shift,2880
P3288,shift,850
P3289,shift,1464
P3291,shift,273
P3292,shift,1423
P3293,shift,1447
P3294,shift,1440
P3295,shift,1519
P3296,shift,2189
P3297,shift,2563
P3298,shift,1440
P3299,emergency,55
P3300,shift,1489
P3301,shift,1385
P3302,shift,4272
P3303,shift,2880
P3304,shift,2274
P3305,shift,1423
P3306,shift,2128
P3307,shift,1889
P3308,shift,1440
P3309,shift,2880
P3310,shift,760
P3311,shift,1582
P3312,production,85
P3313,shift,1499
P3314,shift,744
P3315,production,118
P3316,shift,778
P3317,shift,1383
P3318,shift,2880
P3319,shift,1399
P3320,shift,1434
P3321,shift,300
P3322,production,38
P3323,shift,2849
P3324,shift,2881
P3325,shift,1379
P3326,shift,1202
P3327,shift,1384
P3328,shift,1383
P3329,shift,1433
P3330,shift,449
P3331,shift,752
P3332,shift,865
P3333,shift,1405
P3334,shift,2757
P3335,shift,1464
P3336,shift,744
P3337,shift,1424
P3338,shift,1440
P3339,shift,1398
P3340,shift,1367
P3341,production,83
P3342,shift,1645
P3343,shift,2365
P3344,shift,1436
P3345,shift,834
P3346,shift,1440
P3347,shift,148
P3348,shift,983
P3349,production,96
P3350,shift,2887
P3351,shift,758
P3352,shift,2880
P3353,shift,2875
P3354,shift,1423
P3355,temporary,1409
P3356,shift,1709
P3357,shift,1440
P3358,temporary,2866
P3359,shift,967
P3360,production,19
P3361,shift,1446
P3362,shift,1450
P3363,shift,86
P3364,shift,667
P3365,shift,1440
P3366,shift,1398
P3367,shift,2256
P3368,shift,9
P3369,shift,2203
P3370,shift,1671
P3371,shift,1371
P3372,shift,2805
P3373,shift,2864
P3374,shift,1409
P3375,shift,1512
P3376,shift,2858
P3377,shift,683
P3378,temporary,0
P3379,shift,162
P3380,shift,541
P3381,shift,4024
P3382,shift,2838
P3383,shift,1363
P3384,shift,162
P3385,shift,1440
P3386,shift,1485
P3387,shift,1429
P3388,shift,1363
P3389,shift,1400
P3390,shift,1464
P3391,shift,1199
P3392,shift,2789
P3393,production,32
P3394,production,48
P3395,shift,1419
P3396,shift,2880
P3397,shift,1425
P3398,shift,2875
P3399,shift,1464
P3400,shift,2326
P3401,shift,2878
P3402,shift,1948
P3403,shift,4220
P3404,shift,781
P3405,emergency,25
P3406,shift,15
P3407,shift,1388
P3408,shift,480
P3409,shift,850
P3410,shift,1440
P3411,shift,1594
P3412,shift,1360
P3413,shift,1425
P3414,production,31
P3415,shift,112
P3416,shift,2417
P3417,emergency,10
P3418,shift,1504
P3419,shift,86
P3420,emergency,17
P3421,shift,12
P3422,production,74
P3423,shift,2561
P3424,shift,4255
P3425,shift,2890
P3426,shift,1432
P3427,shift,933
P3428,shift,1566
P3429,shift,1435
P3430,shift,2840
P3431,production,86
P3432,shift,863
P3433,shift,2880
P3434,shift,2178
P3435,shift,2264
P3436,shift,3337
P3437,shift,1379
P3438,shift,912
P3439,shift,1399
P3440,shift,1440
P3441,shift,2870
P3442,shift,925
P3443,shift,689
P3444,shift,1425
P3445,production,54
P3446,production,67
P3447,shift,2178
P3448,shift,865
P3449,shift,1065
P3450,shift,2880
P3451,shift,1184
P3452,shift,1938
P3453,shift,1599
P3454,shift,4274
P3455,shift,1440
P3456,shift,2397
P3457,shift,1435
P3458,shift,2840
P3459,shift,1463
P3460,shift,1498
P3461,shift,2880
P3462,shift,1130
P3463,shift,1432
P3464,shift,1409
P3465,shift,2312
P3466,shift,2880
P3467,shift,1549
P3468,shift,2835
P3469,shift,4320
P3470,emergency,36
P3471,shift,1480
P3472,shift,1441
P3473,shift,2880
P3474,shift,2823
P3475,temporary,3656
P3476,shift,2222
P3477,production,45
P3478,temporary,1409
P3479,temporary,151
P3480,shift,148
P3481,shift,2840
P3482,shift,1061
P3483,shift,1440
P3484,shift,1406
P3485,shift,3727
P3486,shift,1440
P3487,production,47
P3488,shift,76
P3489,shift,2844
P3490,shift,1440
P3491,temporary,2887
P3492,production,53
P3493,shift,2652
P3494,shift,1449
P3495,shift,2274
P3496,shift,2824
P3497,production,26
P3498,shift,622
P3499,shift,1432
P3500,shift,752
P3501,shift,1424
P3502,shift,0
P3503,shift,480
P3504,shift,2881
P3505,shift,1671
P3506,shift,2880
P3507,shift,717
P3508,shift,2209
P3509,production,83
P3510,shift,2880
P3511,shift,1432
P3512,shift,1400
P3513,shift,753
P3514,production,70
P3515,production,95
P3516,shift,2876
P3517,shift,771
P3518,production,36
P3519,shift,789
P3520,shift,1481
P3521,shift,159
P3522,shift,1247
P3523,shift,1207
P3524,shift,1430
P3525,shift,1740
P3526,production,77
P3527,emergency,19
P3528,shift,1440
P3529,shift,2880
P3530,shift,1398
P3531,shift,1113
P3532,shift,1440
P3533,shift,1430
P3534,shift,1399
P3535,shift,1447
P3536,production,32
P3537,shift,1447
P3538,shift,983
P3539,shift,2871
P3540,shift,1645
P3541,shift,1627
P3542,shift,2880
P3543,shift,1202
P3544,shift,2247
P3545,shift,689
P3546,temporary,3342
P3547,shift,1440
P3548,shift,2846
P3549,shift,2918
P3550,shift,2861
P3551,shift,1385
P3552,shift,2816
P3553,shift,1428
P3554,emergency,18
P3555,shift,1444
P3556,shift,1438
P3557,shift,2904
P3558,shift,925
P3559,shift,81
P3560,production,89
P3561,temporary,4317
P3562,shift,556
P3563,shift,1445
P3564,shift,81
P3565,shift,865
P3566,shift,1740
P3567,temporary,2887
P3568,production,60
P3569,shift,1409
P3570,shift,1456
P3571,shift,2844
P3572,production,66
P3573,shift,2880
P3574,shift,26
P3575,temporary,2880
P3576,shift,4320
P3577,shift,2878
P3578,shift,2874
P3579,shift,1432
P3580,shift,590
P3581,production,102
P3582,shift,1434
P3583,shift,581
P3584,temporary,5193
P3585,shift,15
P3586,shift,1450
P3587,production,77
P3588,shift,4320
P3589,temporary,2298
P3590,temporary,205
P3591,shift,1443
P3592,shift,690
P3593,shift,1738
P3594,shift,1483
P3595,shift,1481
P3596,shift,1452
P3597,shift,1425
P3598,shift,1455
P3599,shift,73
P3600,shift,864
P3601,shift,2880
P3602,shift,834
P3603,production,43
P3604,production,55
P3605,production,43
P3606,shift,2652
P3607,shift,2866
P3608,shift,1310
P3609,shift,1416
P3610,shift,1373
P3611,shift,1440
P3612,production,63
P3613,shift,1309
P3614,shift,1285
P3615,shift,1113
P3616,shift,1440
P3617,production,15
P3618,production,49
P3619,shift,1479
P3620,shift,1453
P3621,shift,2274
P3622,shift,2397
P3623,emergency,19
P3624,shift,2780
P3625,temporary,41
P3626,production,133
P3627,shift,1440
P3628,shift,56
P3629,shift,1322
P3630,temporary,414
P3631,production,21
P3632,shift,1402
P3633,shift,1440
P3634,shift,1440
P3635,temporary,1292
P3636,shift,2875
P3637,production,9
P3638,shift,3962
P3639,shift,4327
P3640,shift,45
P3641,shift,300
P3642,shift,1376
P3643,shift,2807
P3644,shift,2222
P3645,shift,2844
P3646,shift,1377
P3647,shift,1481
P3648,shift,2849
P3649,shift,2880
P3650,shift,2880
P3651,shift,1285
P3652,shift,38
P3653,shift,1471
P3654,shift,1440
P3655,shift,2221
P3656,shift,1450
P3657,shift,708
P3658,shift,1434
P3659,shift,1453
P3660,shift,2807
P3661,shift,1402
P3662,shift,1440
P3663,production,26
P3664,production,38
P3665,shift,4264
P3666,shift,753
P3667,shift,1345
P3668,shift,1440
P3669,shift,2880
P3670,shift,1420
P3671,shift,1430
P3672,shift,1419
P3673,shift,1449
P3674,temporary,2430
P3675,shift,2882
P3676,shift,2880
P3677,shift,2880
P3678,shift,79
P3679,shift,749
P3680,shift,2878
P3681,shift,753
P3682,shift,1740
P3683,shift,1440
P3684,shift,1549
P3685,shift,1433
P3686,shift,1380
P3687,shift,2872
P3688,shift,1464
P3689,shift,2893
P3690,shift,1292
P3691,shift,4121
P3692,shift,4264
P3693,shift,205
P3694,shift,2865
P3695,shift,2397
P3696,shift,2789
P3697,shift,205
P3698,shift,3388
P3699,shift,2298
P3700,shift,1440
P3701,shift,2880
P3702,shift,1440
P3703,shift,1194
P3704,production,21
P3705,shift,273
P3706,production,7
P3707,shift,2856
P3708,shift,896
P3709,shift,2530
P3710,shift,753
P3711,emergency,15
P3712,production,50
P3713,shift,880
P3714,shift,2610
P3715,shift,1440
P3716,shift,1444
P3717,production,83
P3718,shift,1440
P3719,shift,1440
P3720,shift,2880
P3721,shift,1701
P3722,shift,1639
P3723,production,96
P3724,emergency,28
P3725,shift,1309
P3726,shift,93
P3727,shift,1440
P3728,shift,744
P3729,shift,1431
P3730,shift,689
P3731,production,51
P3732,shift,1100
P3733,shift,2879
P3734,shift,2863
P3735,production,62
P3736,shift,93
P3737,shift,863
P3738,shift,581
P3739,shift,2848
P3740,shift,273
P3741,shift,1948
P3742,emergency,39
P3743,shift,1440
P3744,shift,1440
P3745,shift,1405
P3746,shift,1478
P3747,shift,1452
P3748,shift,4195
P3749,shift,2863
P3750,shift,4068
P3751,shift,2827
P3752,shift,1440
P3753,shift,622
P3754,shift,1371
P3755,shift,449
P3756,shift,1154
P3757,temporary,1440
P3758,shift,1948
P3759,shift,1261
P3760,production,51
P3761,shift,1512
P3762,shift,1391
P3763,shift,1426
P3764,shift,0
P3765,shift,1377
P3766,shift,3671
P3767,shift,683
P3768,shift,1440
P3769,temporary,743
P3770,shift,449
P3771,shift,1938
P3772,shift,4335
P3773,shift,1429
P3774,shift,2903
P3775,shift,1440
P3776,shift,2828
P3777,shift,1432
P3778,shift,1398
P3779,shift,888
P3780,shift,2395
P3781,production,59
P3782,shift,1440
P3783,shift,2893
P3784,shift,2178
P3785,production,61
P3786,temporary,4338
P3787,shift,1411
P3788,shift,758
P3789,shift,1399
P3790,shift,1440
P3791,shift,1440
P3792,shift,863
P3793,shift,2836
P3794,shift,1434
P3795,shift,4229
P3796,production,69
P3797,shift,1440
P3798,shift,2256
P3799,shift,1380
P3800,production,70
P3801,shift,2865
P3802,shift,1366
P3803,shift,2639
P3804,production,27
P3805,shift,1425
P3806,shift,2864
P3807,temporary,2234
P3808,temporary,2880
P3809,shift,1455
P3810,shift,1440
P3811,shift,2880
P3812,temporary,1285
P3813,shift,1393
P3814,shift,1440
P3815,shift,1440
P3816,shift,9
P3817,shift,1548
P3818,shift,2919
P3819,shift,1440
P3820,shift,2864
P3821,production,143
P3822,shift,2880
P3823,shift,9
P3824,shift,1423
P3825,shift,1193
P3826,shift,3178
P3827,production,55
P3828,temporary,1411
P3829,shift,480
P3830,shift,1444
P3831,shift,1514
P3832,shift,781
P3833,shift,2681
P3834,shift,2851
P3835,shift,1445
P3836,shift,853
P3837,shift,581
P3838,shift,1402
P3839,shift,1452
P3840,shift,1436
P3841,shift,1388
P3842,production,43
P3843,shift,1450
P3844,production,5
P3845,shift,2887
P3846,emergency,13
P3847,shift,1918
P3848,production,71
P3849,shift,661
P3850,shift,1436
P3851,shift,1398
P3852,shift,2890
P3853,shift,2563
P3854,shift,2824
P3855,production,66
P3856,shift,1395
P3857,shift,2880
P3858,shift,1423
P3859,shift,2360
P3860,shift,1409
P3861,shift,1423
P3862,shift,2874
P3863,shift,1427
P3864,shift,2530
P3865,production,9
P3866,shift,1440
P3867,shift,2784
P3868,shift,2417
P3869,production,3
P3870,shift,2785
P3871,shift,109
P3872,shift,1382
P3873,shift,2880
P3874,shift,3727
P3875,shift,77
P3876,production,45
P3877,shift,1455
P3878,shift,1426
P3879,shift,1440
P3880,shift,3660
P3881,shift,1464
P3882,shift,1344
P3883,shift,1009
P3884,shift,1414
P3885,shift,73
P3886,shift,4327
P3887,shift,2880
P3888,shift,690
P3889,production,60
P3890,shift,1397
P3891,shift,1344
P3892,shift,1440
P3893,emergency,27
P3894,shift,2859
P3895,shift,1423
P3896,shift,1442
P3897,shift,1391
P3898,shift,1440
P3899,shift,2929
P3900,shift,683
P3901,shift,683
P3902,shift,758
P3903,shift,1480
P3904,production,36
P3905,shift,2923
P3906,shift,72
P3907,shift,2880
P3908,shift,2823
P3909,shift,1496
P3910,shift,2875
P3911,shift,8
P3912,shift,2851
P3913,shift,3608
P3914,shift,1434
P3915,shift,1437
P3916,shift,864
P3917,temporary,4220
P3918,shift,2904
P3919,shift,1425
P3920,shift,2880
P3921,shift,1441
P3922,production,52
P3923,shift,780
P3924,shift,1440
P3925,shift,1440
P3926,production,85
P3927,shift,1440
P3928,shift,683
P3929,shift,2799
P3930,shift,49
P3931,shift,4335
P3932,shift,1440
P3933,shift,1505
P3934,shift,4310
P3935,shift,1430
P3936,shift,2868
P3937,shift,920
P3938,shift,15
P3939,shift,853
P3940,shift,856
P3941,temporary,4320
P3942,shift,1441
P3943,shift,1526
P3944,shift,1440
P3945,shift,1302
P3946,shift,1440
P3947,shift,896
P3948,production,54
P3949,shift,1440
P3950,shift,1405
P3951,shift,2883
P3952,production,34
P3953,shift,2880
P3954,shift,2836
P3955,shift,1415
P3956,shift,12
P3957,shift,2880
P3958,shift,1440
P3959,shift,1566
P3960,shift,1528
P3961,shift,1379
P3962,shift,2845
P3963,shift,1449
P3964,shift,39
P3965,shift,1429
P3966,shift,1480
P3967,shift,789
P3968,shift,2854
P3969,shift,2880
P3970,shift,126
P3971,shift,1416
P3972,production,51
P3973,production,80
P3974,shift,1483
P3975,shift,2887
P3976,shift,1889
P3977,production,66
P3978,shift,1416
P3979,shift,2836
P3980,shift,1440
P3981,shift,1549
P3982,shift,2360
P3983,production,41
P3984,shift,2952
P3985,shift,853
P3986,shift,1477
P3987,shift,2255
P3988,shift,2880
P3989,shift,2880
P3990,shift,1443
P3991,shift,1588
P3992,production,73
P3993,production,3
P3994,shift,1440
P3995,shift,1409
P3996,shift,2827
P3997,shift,667
P3998,shift,1440
P3999,shift,1441
P4000,shift,2880
