题目,排名,起点,终点,运输方向,需求人数,需求占比,累计需求占比,人员ID列表
问题2,160,A02,F027,出海,9,0.00225,0.881,P0897|P1854|P2358|P2401|P2571|P2771|P3101|P3104|P3109
问题2,161,F002,F003,穿梭,9,0.00225,0.88325,P0133|P0143|P0181|P1232|P1513|P1633|P2003|P2383|P3152
问题2,162,F005,F017,穿梭,9,0.00225,0.8855,P0021|P0212|P0279|P0708|P1034|P1554|P3744|P3866|P3924
问题2,163,F014,F017,穿梭,9,0.00225,0.88775,P1072|P1142|P2071|P2605|P2774|P3007|P3383|P3388|P3869
问题2,164,F021,A02,海返,9,0.00225,0.89,P0310|P0627|P1958|P2300|P2375|P2529|P2924|P3072|P3858
问题2,165,A03,F036,出海,8,0.002,0.892,P0401|P0709|P1087|P1650|P1817|P3698|P3755|P3770
问题2,166,F012,A01,海返,8,0.002,0.894,P0101|P1175|P2006|P2083|P2344|P3132|P3465|P3490
问题2,167,F026,A02,海返,8,0.002,0.896,P0488|P1287|P2010|P2073|P2394|P3491|P3569|P3639
问题2,168,F031,A02,海返,8,0.002,0.898,P0198|P0468|P0929|P0979|P2146|P2570|P2653|P3181
问题2,169,A01,F002,出海,7,0.00175,0.89975,P1754|P1771|P2409|P2625|P2819|P3592|P3961
问题2,170,A01,F012,出海,7,0.00175,0.9015,P0049|P0239|P0247|P0619|P2131|P2753|P3211
问题2,171,A03,F038,出海,7,0.00175,0.90325,P0993|P1913|P2047|P2154|P2544|P2912|P3674
问题2,172,A03,F042,出海,7,0.00175,0.905,P0294|P1203|P1767|P2093|P2521|P2730|P2984
问题2,173,A03,F044,出海,7,0.00175,0.90675,P0386|P0442|P0838|P2843|P3238|P3260|P3334
问题2,174,A03,F045,出海,7,0.00175,0.9085,P0673|P0781|P1640|P1785|P1803|P2939|P3969
问题2,175,A03,F050,出海,7,0.00175,0.91025,P0540|P0643|P0865|P2330|P2972|P3627|P3730
问题2,176,F040,A03,海返,7,0.00175,0.912,P0123|P0329|P2252|P2381|P2423|P2857|P3085
问题2,177,F043,A03,海返,7,0.00175,0.91375,P0165|P0748|P1873|P2029|P2861|P3241|P3274
问题2,178,F045,A03,海返,7,0.00175,0.9155,P0103|P0391|P0859|P2231|P2398|P2659|P2977
问题2,179,A01,F007,出海,6,0.0015,0.917,P0057|P0786|P0812|P1703|P1838|P2738
问题2,180,A01,F011,出海,6,0.0015,0.9185,P0174|P0293|P1571|P1718|P3108|P3175
问题2,181,A01,F015,出海,6,0.0015,0.92,P0476|P0484|P0570|P0637|P1402|P3945
问题2,182,A03,F043,出海,6,0.0015,0.9215,P0588|P0848|P1171|P2636|P3023|P3270
问题2,183,F007,A01,海返,6,0.0015,0.923,P0508|P1047|P1301|P1983|P2363|P3496
问题2,184,F014,A01,海返,6,0.0015,0.9245,P0370|P1383|P1946|P1970|P2703|P2975
问题2,185,F018,A02,海返,6,0.0015,0.926,P0054|P2271|P2705|P3021|P3247|P3331
问题2,186,F019,A02,海返,6,0.0015,0.9275,P0917|P2280|P2390|P2622|P3548|P3910
问题2,187,F022,A02,海返,6,0.0015,0.929,P0104|P0531|P0629|P1871|P3492|P3788
问题2,188,F023,A02,海返,6,0.0015,0.9305,P0073|P1058|P2140|P3215|P3568|P3743
问题2,189,F036,A03,海返,6,0.0015,0.932,P0162|P0314|P0830|P1012|P3540|P3618
问题2,190,F038,A03,海返,6,0.0015,0.9335,P0523|P0557|P1440|P2519|P2915|P3438
问题2,191,F039,A03,海返,6,0.0015,0.935,P0189|P0471|P1192|P1234|P2511|P3950
问题2,192,F050,A03,海返,6,0.0015,0.9365,P0405|P1126|P1660|P2591|P2973|P3071
问题2,193,F051,A03,海返,6,0.0015,0.938,P0324|P0763|P1626|P2338|P2755|P2970
问题2,194,A01,F008,出海,5,0.00125,0.93925,P1310|P1334|P3410|P3495|P3621
问题2,195,A01,F013,出海,5,0.00125,0.9405,P0419|P2464|P3092|P3150|P3176
问题2,196,A01,F017,出海,5,0.00125,0.94175,P0137|P1079|P2207|P2309|P2999
问题2,197,A02,F026,出海,5,0.00125,0.943,P0230|P0574|P2408|P3013|P3658
问题2,198,A02,F029,出海,5,0.00125,0.94425,P0226|P1827|P2101|P2683|P2810
问题2,199,A02,F032,出海,5,0.00125,0.9455,P0379|P0546|P2097|P2351|P3385
问题2,200,A02,F033,出海,5,0.00125,0.94675,P0660|P0761|P1198|P1462|P2397
问题2,201,A03,F040,出海,5,0.00125,0.948,P0140|P0868|P1715|P1750|P2374
问题2,202,A03,F047,出海,5,0.00125,0.94925,P0040|P1063|P1231|P2315|P2850
问题2,203,A03,F048,出海,5,0.00125,0.9505,P2395|P2743|P2914|P3267|P3471
问题2,204,A03,F049,出海,5,0.00125,0.95175,P1520|P2198|P2832|P3276|P3703
问题2,205,F001,A01,海返,5,0.00125,0.953,P1299|P1387|P1600|P2213|P3208
问题2,206,F006,A01,海返,5,0.00125,0.95425,P1420|P1545|P1899|P2049|P2803
问题2,207,F024,A02,海返,5,0.00125,0.9555,P0810|P0964|P1898|P2153|P2923
问题2,208,F028,A02,海返,5,0.00125,0.95675,P1283|P1675|P2473|P2962|P3200
问题2,209,F033,A02,海返,5,0.00125,0.958,P0242|P0877|P2905|P3536|P3671
问题2,210,F042,A03,海返,5,0.00125,0.95925,P0944|P1638|P2319|P3501|P3820
问题2,211,F046,A03,海返,5,0.00125,0.9605,P0129|P0246|P2492|P2528|P3043
问题2,212,A01,F001,出海,4,0.001,0.9615,P0036|P0918|P2537|P2942
问题2,213,A01,F003,出海,4,0.001,0.9625,P0015|P0528|P2208|P2929
问题2,214,A01,F004,出海,4,0.001,0.9635,P2173|P2793|P3113|P3938
问题2,215,A01,F006,出海,4,0.001,0.9645,P0240|P0267|P1611|P3271
问题2,216,A01,F010,出海,4,0.001,0.9655,P1907|P2840|P3644|P3775
问题2,217,A02,F018,出海,4,0.001,0.9665,P2078|P2103|P2517|P3114
问题2,218,A02,F021,出海,4,0.001,0.9675,P0008|P0124|P1195|P3158
问题2,219,A02,F023,出海,4,0.001,0.9685,P0611|P1482|P2314|P2790
问题2,220,A02,F031,出海,4,0.001,0.9695,P0221|P1859|P2248|P3041
问题2,221,A02,F034,出海,4,0.001,0.9705,P0799|P0808|P1368|P2778
问题2,222,A03,F037,出海,4,0.001,0.9715,P0260|P1042|P2048|P2956
问题2,223,A03,F052,出海,4,0.001,0.9725,P0465|P1035|P2138|P2378
问题2,224,F002,A01,海返,4,0.001,0.9735,P0046|P1134|P1887|P2833
问题2,225,F005,A01,海返,4,0.001,0.9745,P1384|P1478|P1593|P2750
问题2,226,F008,A01,海返,4,0.001,0.9755,P2732|P3059|P3197|P3789
问题2,227,F015,A01,海返,4,0.001,0.9765,P1172|P1784|P2467|P3315
问题2,228,F016,A01,海返,4,0.001,0.9775,P0233|P0906|P1417|P3291
问题2,229,F020,A02,海返,4,0.001,0.9785,P0109|P0554|P1166|P3194
问题2,230,F027,A02,海返,4,0.001,0.9795,P1001|P2967|P3700|P3715
问题2,231,F032,A02,海返,4,0.001,0.9805,P0487|P3111|P3317|P3328
问题2,232,F044,A03,海返,4,0.001,0.9815,P0469|P3301|P3470|P3645
问题2,233,F052,A03,海返,4,0.001,0.9825,P0372|P0651|P1649|P3263
问题2,234,A01,F005,出海,3,0.00075,0.98325,P1006|P3403|P3882
问题2,235,A01,F009,出海,3,0.00075,0.984,P0252|P3118|P3137
问题2,236,A01,F014,出海,3,0.00075,0.98475,P0061|P2969|P3614
问题2,237,A01,F016,出海,3,0.00075,0.9855,P0613|P2472|P2898
问题2,238,A02,F035,出海,3,0.00075,0.98625,P0115|P3652|P3844
问题2,239,A03,F039,出海,3,0.00075,0.987,P2159|P3048|P3576
问题2,240,A03,F041,出海,3,0.00075,0.98775,P0368|P1137|P2262
问题2,241,F003,A01,海返,3,0.00075,0.9885,P0606|P0775|P1132
问题2,242,F004,A01,海返,3,0.00075,0.98925,P2566|P2658|P3421
问题2,243,F009,A01,海返,3,0.00075,0.99,P1644|P2565|P3185
问题2,244,F010,A01,海返,3,0.00075,0.99075,P0250|P1351|P1622
问题2,245,F011,A01,海返,3,0.00075,0.9915,P1104|P1662|P1930
问题2,246,F017,A01,海返,3,0.00075,0.99225,P0128|P1648|P2001
问题2,247,F030,A02,海返,3,0.00075,0.993,P2016|P2290|P2494
问题2,248,F034,A02,海返,3,0.00075,0.99375,P0803|P3049|P3396
问题2,249,F041,A03,海返,3,0.00075,0.9945,P1361|P1976|P3803
问题2,250,F048,A03,海返,3,0.00075,0.99525,P0517|P1594|P2569
问题2,251,A02,F020,出海,2,0.0005,0.99575,P0635|P2429
问题2,252,A02,F025,出海,2,0.0005,0.99625,P1886|P2791
问题2,253,A02,F028,出海,2,0.0005,0.99675,P1729|P2407
问题2,254,A03,F051,出海,2,0.0005,0.99725,P0856|P3708
问题2,255,F049,A03,海返,2,0.0005,0.99775,P2621|P3107
问题2,256,A02,F022,出海,1,0.00025,0.998,P3083
问题2,257,A02,F030,出海,1,0.00025,0.99825,P0448
问题2,258,A03,F046,出海,1,0.00025,0.9985,P2863
问题2,259,F013,A01,海返,1,0.00025,0.99875,P2436
问题2,260,F025,A02,海返,1,0.00025,0.999,P1428
问题2,261,F029,A02,海返,1,0.00025,0.99925,P1665
问题2,262,F035,A02,海返,1,0.00025,0.9995,P1093
问题2,263,F037,A03,海返,1,0.00025,0.99975,P3838
问题2,264,F047,A03,海返,1,0.00025,1.0,P2830
